COUNTRY,CITY,CUSTOMER,SN,WZPROBE,FLAGDATE,FLAGA,FLAGB,FLAGC
"JAPAN","????","???????","ISR07585","2.1",10/25/2019 7:18:47 PM,"NO","NO","YES"
"MEXICO","Monterrey","Grana S A","ISR04340","1.1",10/25/2019 12:08:51 PM,"NO","NO","YES"
"FRANCE","BRY SUR MARNE","BIOPATH BRY","ISR07960","1.1",10/25/2019 6:47:01 PM,"NO","NO","YES"
"SPAIN","PALMA DE MALLORCA","HOSPITAL SON ESPASES","ISR01268","1.1",10/25/2019 11:38:05 AM,"NO","NO","YES"
"INDONESIA","JAKARTA","PMI DKI JAKARTA - KRAM","ISR62327","2.1",10/25/2019 12:22:05 AM,"NO","NO","YES"
"ARGENTINA","BUENOS AIRES","SANATORIO ANCHORENA","ISR04082","1.1",10/25/2019 8:44:08 AM,"NO","NO","YES"
"CHINA","???","????????????? (?????)","ISR55005","1.3",10/25/2019 8:52:21 AM,"YES","NO","NO"
"JAPAN","???","??????????????","ISR51420","1.1",10/25/2019 8:26:41 AM,"YES","NO","NO"
"INDIA","BANGALORE, KARNATAKA","THYROCARE TECHNOLOGIES","ISR03905","2.1",10/25/2019 9:48:11 AM,"NO","NO","YES"
"CHINA","???","??????????????","ISR51534","2.1",10/25/2019 9:15:05 AM,"YES","NO","YES"
"AUSTRALIA","NORTH RYDE","DOUGLASS HANLY MOIR PA","ISR05973","1.1",10/25/2019 12:25:01 AM,"NO","NO","YES"
"CHINA","??","?????????????","ISR62068","2.1",10/25/2019 9:55:40 AM,"NO","NO","YES"
"CHINA","???","??????????(?:?????????","ISR60157","2.1",10/25/2019 11:42:12 AM,"NO","NO","YES"
"CANADA","MISSISSAUGA","LIFELABS MEDICAL LAB -","ISR60024","2.1",10/25/2019 12:34:51 AM,"NO","NO","YES"
"GERMANY","München","LABOR BECKER & KOLLEGE","ISR07389","2.1",10/25/2019 2:20:19 PM,"NO","NO","YES"
"FRANCE","LE HAILLAN","EXALAB","ISR62318","2.1",10/25/2019 1:25:35 PM,"NO","NO","YES"
"RUSSIA","Khimki","SH OOO ASTRA-77","I1SR61827","1.3",10/25/2019 5:27:33 PM,"NO","NO","YES"
"LITHUANIA","VILNIUS","SANTARISKIU CLINICS","ISR53663","1.1",10/25/2019 3:01:40 PM,"NO","NO","YES"
"TURKEY","BURSA            |","BALIKESIR ATATURK DEVL","ISR55263","2.1",10/25/2019 3:36:16 PM,"NO","NO","YES"
"FRANCE","PARIS","EUROFINS CEF BOULARD P","ISR05029","1.2",10/25/2019 11:33:00 AM,"YES","NO","NO"
"CHINA","???","???????","ISR55840","2.1",10/25/2019 9:34:45 AM,"NO","NO","YES"
"JAPAN","???","???????","ISR06567","1.1",10/25/2019 10:13:00 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR55960","2.1",10/25/2019 1:23:36 PM,"NO","NO","YES"
"CHINA","???","???????","ISR54650","2.1",10/25/2019 12:26:27 PM,"NO","NO","YES"
"FRANCE","HYERES","CHAMBOURLIER","ISR08113","2.1",10/25/2019 11:28:34 AM,"NO","NO","YES"
"JAPAN","???","????????????","ISR53901","1.3",10/25/2019 8:20:03 AM,"YES","NO","NO"
"CZECH REPUBLIC","Pþíbram","Oblastní nemocnice Pþí","ISR54800","1.3",10/25/2019 9:17:11 AM,"NO","NO","YES"
"SOUTH KOREA","?????","????)??????","ISR52472","2.2",10/25/2019 8:17:31 AM,"YES","NO","YES"
"CHINA","???","?????????? (??????????","ISR61060","1.1",10/25/2019 9:27:01 AM,"NO","NO","YES"
"CHINA","??","????????????? (???????","ISR62906","2.1",10/25/2019 10:07:27 AM,"NO","NO","YES"
"CHINA","???","???????","ISR07647","2.1",10/25/2019 1:02:35 PM,"NO","NO","YES"
"FRANCE","RIANTEC","GOUSSE PERON","ISR02336","2.1",10/25/2019 12:07:02 PM,"NO","NO","YES"
"USA","BRONX","MONTEFIORE MEDICAL CEN","ISR52830","1.1",10/25/2019 8:18:10 AM,"NO","NO","YES"
"TURKEY","KOCAELI","KARAMURSEL DEVLET HAST","ISR05869","1.3",10/25/2019 5:41:51 PM,"YES","NO","NO"
"CHINA","???","??????????","ISR53642","1.1",10/25/2019 10:04:40 AM,"NO","NO","YES"
"JAPAN","???","?????????","ISR55541","2.1",10/25/2019 10:16:12 AM,"NO","NO","YES"
"ITALY","CARATE BRIANZA","BIANALISI S.P.A CENTRO","ISR61323","2.1",10/25/2019 12:07:25 PM,"NO","NO","YES"
"SOUTH AFRICA","PRETORIA","2857 - NHLS TSHWANE CH","ISR55117","2.1",10/25/2019 10:49:18 AM,"NO","NO","YES"
"ITALY","LECCO","Ospedale di Lecco - La","I202754","2.3",10/25/2019 1:30:13 PM,"YES","NO","YES"
"CHINA","???","????????????","ISR07932","1.1",10/25/2019 8:13:40 AM,"NO","NO","YES"
"TURKEY","BURSA            |","BALIKESIR ATATURK DEVL","ISR50378","2.1",10/25/2019 1:50:36 PM,"NO","NO","YES"
"ITALY","LANCIANO","Ospedale Floraspe Renz","ISR02756","1.3",10/25/2019 11:32:29 AM,"NO","NO","YES"
"PAKISTAN","Lahore","Canal View Hospital","I1SR53053","1.1",10/25/2019 12:05:20 PM,"NO","NO","YES"
"CHINA","??","???????????","ISR50442","1.2",10/25/2019 7:47:39 AM,"YES","NO","NO"
"SPAIN","SAMA DE LANGREO","HOSPITAL VALLE DEL NAL","ISR01424","2.1",10/25/2019 11:16:22 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","ISTANBUL IL SAGLIK MUD","ISR62533","2.1",10/25/2019 7:44:34 PM,"NO","NO","YES"
"CHINA","??","??????????","ISR52897","1.1",10/25/2019 11:45:12 AM,"NO","NO","YES"
"ITALY","TORINO","CENTRO PRODUZIONE VALI","ISR07587","2.1",10/25/2019 2:16:37 PM,"NO","NO","YES"
"AUSTRIA","WIEN","INSTITUT FÜR MED UND C","ISR04343","1.1",10/25/2019 8:48:53 AM,"NO","NO","YES"
"JAPAN","???","??????·??·??","ISR52775","2.1",10/25/2019 2:33:49 PM,"NO","NO","YES"
"JAPAN","???","?????? ?????????????","ISR63341","2.1",10/25/2019 6:01:33 PM,"NO","NO","YES"
"CHINA","????","?????????????????","ISR50988","2.1",10/25/2019 11:12:15 AM,"NO","NO","YES"
"MEXICO","Veracruz","Laboratorio Zavala Del","ISR60558","1.1",10/25/2019 3:41:32 PM,"NO","NO","YES"
"CHINA","???","???????????","ISR62616","2.1",10/25/2019 10:31:38 AM,"NO","NO","YES"
"TURKEY","VAN","VAN EGITIM ARASTIRMA H","ISR61835","1.1",10/25/2019 12:10:28 PM,"NO","NO","YES"
"BELGIUM","OTTIGNIES","Clinique Saint-Pierre ","I203018","2.1",10/25/2019 11:34:39 AM,"NO","NO","YES"
"CHINA","???","???????????????","ISR62177","2.1",10/25/2019 12:22:37 PM,"NO","NO","YES"
"POLAND","DABROWA GORNICZA","DIAGNOSTYKA LABORATORI","ISR05140","1.1",10/25/2019 9:26:16 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR52733","1.1",10/25/2019 12:07:05 AM,"NO","NO","YES"
"JAPAN","????","????????","ISR08149","1.1",10/25/2019 9:35:24 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR08327","2.1",10/25/2019 9:36:06 AM,"NO","NO","YES"
"CANADA","ETOBICOKE","LIFELABS","ISR55045","2.1",10/25/2019 3:08:39 AM,"NO","NO","YES"
"TAIWAN","???","?????????","ISR07010","2.3",10/25/2019 9:56:22 AM,"YES","NO","NO"
"SWITZERLAND","ZUERICH","MEDICA","ISR50043","2.1",10/25/2019 1:55:19 PM,"NO","NO","YES"
"SWITZERLAND","Allschwil","Viollier","ISR05224","2.1",10/25/2019 4:18:11 PM,"NO","NO","YES"
"CHINA","?????","?????????","ISR51229","1.1",10/25/2019 9:20:05 AM,"NO","NO","YES"
"USA","ABINGTON","ABINGTON MEMORIAL HOSP","ISR50329","1.1",10/25/2019 11:11:48 AM,"NO","NO","YES"
"TURKEY","IZMIR","IZMIR KAMU HST.B.TEPEC","ISR02414","2.3",10/25/2019 5:56:06 PM,"NO","YES","NO"
"TURKEY","BURSA","EDREMIT DEVLET HASTANE","ISR55264","1.2",10/25/2019 2:35:36 PM,"NO","NO","YES"
"CANADA","LEVIS","CHAU HOTEL DIEU LEVIS","ISR52080","2.1",10/25/2019 5:05:08 PM,"NO","NO","YES"
"PHILIPPINES","MANILA","OUR LADY OF LOURDES HO","I1SR02272","1.1",10/25/2019 10:29:23 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR51879","2.1",10/25/2019 9:40:13 AM,"NO","NO","YES"
"CHINA","??","?????????","ISR51725","1.1",10/25/2019 10:21:31 AM,"NO","NO","YES"
"RUSSIA","Khimki","SH OOO ASTRA-77","ISR62452","1.1",10/25/2019 9:05:46 AM,"NO","NO","YES"
"CHINA","???","?????????","ISR62306","1.1",10/25/2019 10:04:10 AM,"NO","NO","YES"
"TURKEY","BURSA","BLOOD BNK ULUDAG UNIVE","I1SR03197","1.3",10/25/2019 11:10:39 AM,"YES","NO","NO"
"VIETNAM","TP Th? D?u M?t,","Hoan My Cay Dua","I1SR60997","1.1",10/25/2019 7:57:42 AM,"NO","NO","YES"
"ARGENTINA","BUENOS AIRES","SANATORIO ANCHORENA","ISR53216","1.1",10/25/2019 8:58:27 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR51637","2.1",10/25/2019 9:49:18 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR53444","2.1",10/25/2019 11:41:14 AM,"NO","NO","YES"
"CHINA","???","??????????","I1SR55990","1.1",10/25/2019 2:48:47 AM,"YES","NO","YES"
"FINLAND","HELSINKI","HUSLAB-TALO K1","ISR04212","2.1",10/25/2019 2:14:23 PM,"NO","NO","YES"
"CHINA","??","????????????? (???????","ISR62914","2.1",10/25/2019 9:09:24 AM,"NO","NO","YES"
"SINGAPORE","SINGAPORE 248649","INNOVATIVE DIAGNOSTICS","ISR08387","2.1",10/25/2019 11:12:49 AM,"NO","NO","YES"
"ITALY","MODENA-LOC.BAGGIOVARA","AZIENDA U.S.L. DI MODE","I202673","2.2",10/25/2019 3:05:40 PM,"NO","NO","YES"
"CHINA","??","????????","ISR54250","2.1",10/25/2019 11:53:30 AM,"NO","NO","YES"
"CYPRUS","Nicosia","BASE BUSINESS","ISR53302","2.1",10/25/2019 11:07:26 AM,"NO","NO","YES"
"TURKEY","BOLU","ABANT IZZET BAYSAL","ISR05377","2.3",10/25/2019 1:19:02 PM,"NO","NO","YES"
"INDIA","BANGLORE","CLUMAX DIAGNOSTICS & R","ISR51792","1.2",10/25/2019 12:43:44 PM,"YES","NO","NO"
"USA","BROOKLYN","INTERFAITH MEDICAL CEN","ISR54258","2.3",10/25/2019 4:08:54 AM,"YES","NO","NO"
"TURKEY","ISTANBUL","YEDIKULE SURP PIRGIC E","I1SR50749","1.3",10/25/2019 7:16:59 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR52723","1.1",10/25/2019 11:40:38 AM,"NO","NO","YES"
"CHINA","???","????????(?? )","ISR54716","1.1",10/25/2019 12:45:51 PM,"NO","NO","YES"
"CHINA","???","????????","ISR55392","1.1",10/25/2019 10:00:45 AM,"NO","NO","YES"
"SOUTH KOREA","?????","(?)???????? (SCL)","ISR50114","1.1",10/25/2019 3:35:53 AM,"NO","NO","YES"
"SLOVAKIA","ZILINA 1","KLINICKA BIOCHEMIA ZIL","ISR05354","2.1",10/25/2019 10:13:21 AM,"NO","NO","YES"
"THAILAND","null","BUMRUNGRAD HOSPITAL PC","ISR53227","2.3",10/25/2019 11:33:54 AM,"NO","YES","NO"
"GREECE","A TH I N A I","G.N.EYAGELISMOS-OFTHAL","ISR04037","1.3",10/25/2019 2:31:07 PM,"NO","NO","YES"
"TAIWAN","???","??????","ISR05133","2.1",10/25/2019 10:56:41 AM,"NO","NO","YES"
"AUSTRALIA","SYDNEY","ROYAL NORTH SHORE HOSP","ISR51886","2.1",10/25/2019 3:11:59 PM,"NO","NO","YES"
"CHINA","??","???????????","ISR63059","1.1",10/25/2019 10:29:45 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR07962","1.1",10/25/2019 10:32:05 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR60174","1.1",10/25/2019 8:08:14 AM,"NO","NO","YES"
"CHINA","?????","????????????","ISR07576","2.1",10/25/2019 12:38:34 PM,"NO","NO","YES"
"TURKEY","ANKARA","MEDICAL PARK ANKARA","ISR07297","1.1",10/25/2019 10:01:30 AM,"NO","NO","YES"
"CHINA","???","???????????? ?????????","ISR50207","2.1",10/25/2019 11:06:56 AM,"NO","NO","YES"
"TURKEY","ERZURUM","ATATURK UNIV.BIO-KAN B","ISR02899","1.1",10/25/2019 9:25:24 AM,"NO","NO","YES"
"JAPAN","???","???????????","I1SR52237","1.2",10/25/2019 7:26:48 AM,"NO","NO","YES"
"TURKEY","MARDIN","MARDIN HALK SAGLIGI","ISR62560","2.1",10/25/2019 4:14:27 PM,"NO","NO","YES"
"ITALY","LANCIANO","Ospedale Floraspe Renz","ISR02756","1.2",10/25/2019 11:47:39 AM,"NO","NO","YES"
"SWITZERLAND","Liebefeld","Labor med. Zentrum Dr.","ISR03283","2.2",10/25/2019 8:20:19 AM,"NO","YES","NO"
"JAPAN","???","????????","I1SR01662","1.2",10/25/2019 11:51:57 AM,"NO","NO","YES"
"MALAYSIA","IPOH","B.P. CLINICAL LAB S/B ","ISR02239","1.1",10/25/2019 10:49:59 AM,"NO","NO","YES"
"CHINA","???","???????????","ISR55528","1.1",10/25/2019 9:24:20 AM,"NO","NO","YES"
"POLAND","KRAKOW","SZPITAL SPECJALISTYCZN","ISR52619","1.1",10/25/2019 9:10:25 AM,"NO","NO","YES"
"USA","LOS ANGELES","MLK OUTPATIENT CLINIC","ISR54572","1.2",10/25/2019 8:17:26 AM,"YES","NO","NO"
"JAPAN","????","???????","ISR55305","2.2",10/25/2019 9:23:12 AM,"YES","NO","NO"
"CHINA","????","?????????","ISR55732","1.1",10/25/2019 11:06:48 AM,"NO","NO","YES"
"TURKEY","IZMIR","IZMIR IL SAGLIK MUDURL","ISR07601","2.1",10/25/2019 12:46:24 AM,"NO","NO","YES"
"CZECH REPUBLIC","Olomouc","FN Olomouc","ISR04565","2.1",10/25/2019 7:42:46 AM,"NO","NO","YES"
"CHINA","???","???????","ISR51508","1.1",10/25/2019 9:08:33 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR51770","2.1",10/25/2019 9:46:06 AM,"NO","NO","YES"
"CHINA","??","????????????","ISR63125","2.1",10/25/2019 9:53:35 AM,"NO","NO","YES"
"SPAIN","SAMA DE LANGREO","HOSPITAL VALLE DEL NAL","I1SR53738","1.3",10/25/2019 10:27:09 AM,"NO","NO","YES"
"GERMANY","Plauen","LABOR DR. PRAUS & PART","ISR06971","1.1",10/25/2019 3:00:22 PM,"NO","NO","YES"
"ARGENTINA","QUILMES","DR DANIEL WOLFTHAL","I1SR53383","1.1",10/25/2019 10:14:03 AM,"NO","NO","YES"
"ITALY","ROMA","Ospedale S. Eugenio - ","ISR62644","2.1",10/25/2019 11:42:42 AM,"NO","NO","YES"
"BOSNIA AND HERZEGOVINA","ISTOCNO SARAJEVO","OB KASINDO","ISR03847","2.1",10/25/2019 10:54:53 AM,"YES","NO","NO"
"JAPAN","????","?????? ???????????????","ISR63350","2.1",10/25/2019 11:10:51 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR54264","2.1",10/25/2019 12:13:01 PM,"NO","NO","YES"
"CHINA","???","???????????","ISR54531","1.1",10/25/2019 11:40:40 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR50668","1.1",10/25/2019 9:20:44 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR06267","1.1",10/25/2019 3:03:46 PM,"NO","NO","YES"
"TURKEY","BARTIN","BARTIN DEVLET HASTANES","ISR55249","2.1",10/25/2019 8:18:01 AM,"NO","NO","YES"
"CHINA","??","????????????","ISR54942","1.1",10/25/2019 8:42:04 AM,"NO","NO","YES"
"BRAZIL","BELO HORIZONTE - MG","LAB REDE LAB DE REFERE","ISR06057","2.1",10/25/2019 6:04:10 AM,"NO","NO","YES"
"CHINA","???","?????????","ISR61300","2.1",10/25/2019 9:44:15 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR61941","1.1",10/25/2019 9:20:55 AM,"NO","NO","YES"
"JAPAN","???","??????","I1SR60811","1.2",10/25/2019 1:48:23 PM,"NO","NO","YES"
"JAPAN","???","JA??????","ISR07967","1.1",10/25/2019 10:57:58 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR06427","1.1",10/25/2019 12:49:23 PM,"NO","NO","YES"
"SPAIN","VALLADOLID","HOSPITAL UNIVERSITARIO","ISR03985","1.2",10/25/2019 8:14:27 AM,"YES","NO","NO"
"SLOVAKIA","ZILINA 1","KLINICKA BIOCHEMIA ZIL","ISR05239","2.2",10/25/2019 1:05:05 PM,"NO","NO","YES"
"TURKEY","BURSA","MEDICAL PARK-BURSA","ISR07233","2.1",10/25/2019 2:48:04 AM,"NO","NO","YES"
"TAIWAN","Taipei","??????","ISR03757","2.1",10/25/2019 10:05:13 AM,"NO","NO","YES"
"CHINA","???","????????????","ISR60744","2.3",10/25/2019 10:06:39 AM,"YES","NO","NO"
"CANADA","ETOBICOKE","LIFELABS","ISR55339","2.1",10/25/2019 3:02:45 AM,"NO","NO","YES"
"JAPAN","???","?????? ?????????????","ISR63336","2.1",10/25/2019 5:25:18 PM,"NO","NO","YES"
"SPAIN","SAMA DE LANGREO","HOSPITAL VALLE DEL NAL","I1SR53738","1.2",10/25/2019 12:21:48 PM,"NO","NO","YES"
"USA","MORGANTOWN","WVA UNIVERSITY HOSPITA","ISR53065","1.1",10/25/2019 11:04:00 PM,"NO","NO","YES"
"SWITZERLAND","ZUERICH","MEDICA","ISR50038","2.1",10/25/2019 3:11:44 PM,"NO","NO","YES"
"CHINA","???","????????","ISR52918","2.1",10/25/2019 12:12:37 PM,"NO","NO","YES"
"CHINA","???","??????????","ISR61791","2.1",10/25/2019 10:12:52 AM,"NO","NO","YES"
"CHINA","???","???????","ISR62297","2.1",10/25/2019 12:56:23 PM,"NO","NO","YES"
"BRAZIL","RIBEIRAO PRETO - SP","FUND HEMOC RIB PRETO -","ISR50633","1.2",10/25/2019 9:04:13 AM,"YES","NO","NO"
"CHINA","???","???????","ISR51648","2.1",10/25/2019 3:48:34 PM,"NO","NO","YES"
"POLAND","RUDA SLASKA","KORLAB LABORATORIA MED","ISR50001","2.1",10/25/2019 12:29:27 PM,"NO","NO","YES"
"FRANCE","POITIERS","BIO 86","ISR03995","2.2",10/25/2019 11:48:05 AM,"NO","NO","YES"
"JAPAN","???","??????????????","ISR07478","2.2",10/25/2019 9:08:33 PM,"NO","NO","YES"
"CHINA","???","????????????","ISR62649","2.1",10/25/2019 10:14:44 AM,"NO","NO","YES"
"VIETNAM","HCMC","Thong nhat Hospital","ISR03776","1.1",10/25/2019 9:48:37 AM,"NO","NO","YES"
"JAPAN","???","??????","ISR53831","2.2",10/25/2019 6:03:37 PM,"NO","NO","YES"
"JAPAN","????","??????","ISR50631","1.1",10/25/2019 10:11:48 AM,"NO","NO","YES"
"GERMANY","Augsburg","SYNLAB MED. VERS. ZENT","ISR50609","2.1",10/25/2019 9:05:20 AM,"NO","NO","YES"
"CHINA","???","?????????","ISR50070","2.1",10/25/2019 11:30:52 AM,"NO","NO","YES"
"CHINA","???","???????","ISR51077","1.1",10/25/2019 9:51:14 AM,"NO","NO","YES"
"CHINA","???","????????????????","ISR50518","1.1",10/25/2019 8:26:30 AM,"NO","NO","YES"
"PHILIPPINES","METRO MANILA","CARDINAL SANTOS MEDICA","I1SR61544","1.1",10/25/2019 11:26:31 AM,"NO","NO","YES"
"CHINA","??","???????","ISR53454","1.1",10/25/2019 9:29:07 AM,"NO","NO","YES"
"TURKEY","DENIZLI","DENIZLI DEVLET HASTANE","ISR04760","1.1",10/25/2019 9:13:06 AM,"NO","NO","YES"
"BELGIUM","LIEGE","Labo Dr. J.Collard SPR","ISR06372","2.1",10/25/2019 1:07:40 PM,"NO","NO","YES"
"MALAYSIA","GEORGE TOWN","PENANG ADVENTIST HOSPI","ISR01017","1.2",10/25/2019 12:05:27 AM,"NO","YES","NO"
"CHINA","???","??????????","ISR53132","1.1",10/25/2019 11:32:07 AM,"NO","NO","YES"
"IRELAND","DUBLIN 7","MATER MISERICORDIAE HO","ISR07891","1.1",10/25/2019 6:23:44 PM,"NO","NO","YES"
"CHINA","???","????????????","I1SR52469","1.3",10/25/2019 10:15:12 AM,"YES","NO","NO"
"CHINA","??","????????????","ISR55982","2.1",10/25/2019 9:07:58 AM,"NO","NO","YES"
"CHINA","???","???????","ISR54770","1.1",10/25/2019 9:27:25 AM,"NO","NO","YES"
"CHINA","???","???????? ??????","ISR60054","1.2",10/25/2019 9:42:58 AM,"YES","NO","NO"
"RUSSIA","Krasnodar","MBUZ DGKB # 1","ISR53399","2.1",10/25/2019 1:33:19 AM,"NO","NO","YES"
"SOUTH KOREA","?????","?)?????????","I1SR54398","1.3",10/25/2019 11:43:24 AM,"NO","NO","YES"
"CHINA","???","?????????","ISR50326","2.1",10/25/2019 10:16:51 AM,"NO","NO","YES"
"TURKEY","SANLIURFA","CAGLAR LTD.STI.","ISR02100","1.1",10/25/2019 10:11:13 PM,"NO","NO","YES"
"IRELAND","DUBLIN 9","BON SECOURS HOSPITAL (","ISR02313","1.1",10/25/2019 9:56:08 AM,"NO","NO","YES"
"CZECH REPUBLIC","Tþebíå","Nemocnice Tþebíå, p.o.","I1SR56109","1.1",10/25/2019 9:40:44 AM,"NO","NO","YES"
"USA","FARMINGTON","UNIVERSITY CONNECTICUT","ISR53668","2.1",10/25/2019 4:33:55 PM,"NO","NO","YES"
"ROMANIA","BUCURESTI","LABORATOARELE SYNLAB S","ISR56012","2.1",10/25/2019 10:26:24 AM,"NO","NO","YES"
"JAPAN","???","??????????????","ISR07732","2.1",10/25/2019 10:10:54 AM,"NO","NO","YES"
"JAPAN","???","???????????","ISR60829","1.3",10/25/2019 9:24:37 AM,"NO","NO","YES"
"BRAZIL","BELO HORIZONTE","HEMOMINAS CENTRAL","ISR02856","1.2",10/25/2019 1:32:45 AM,"NO","NO","YES"
"TURKEY","BOLU","ABANT IZZET BAYSAL","ISR05377","1.3",10/25/2019 12:56:49 PM,"NO","NO","YES"
"SOUTH KOREA","???","???? ??????(??????)","ISR50749","2.3",10/25/2019 11:22:26 AM,"NO","NO","YES"
"CHINA","???","???????","ISR54706","2.1",10/25/2019 10:52:26 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR52733","2.1",10/25/2019 10:42:09 AM,"NO","NO","YES"
"INDONESIA","BANDUNG","PMI UTDC BANDUNG","ISR03434","2.1",10/25/2019 3:58:58 PM,"NO","NO","YES"
"USA","CHARLOTTE","CHS CORE LABORATORY","ISR53887","1.1",10/25/2019 11:57:18 PM,"NO","NO","YES"
"CHINA","??","?????????????","ISR54697","2.1",10/25/2019 11:43:58 PM,"NO","NO","YES"
"SWITZERLAND","Geneve","Laboratoire MNS","ISR62075","2.1",10/25/2019 12:26:12 PM,"NO","NO","YES"
"JAPAN","???","??????????????","ISR60585","2.1",10/25/2019 2:51:48 AM,"NO","NO","YES"
"SPAIN","BARCELONA","LAB. ECHEVARNE ANALISI","I201728","2.1",10/25/2019 12:53:17 AM,"NO","NO","YES"
"POLAND","WARSZAWA","SYNLAB POLSKA SP. Z O.","ISR01588","2.1",10/25/2019 1:12:01 PM,"NO","NO","YES"
"CANADA","BURNABY","LIFELABS MEDICAL LAB. ","ISR54578","2.1",10/25/2019 11:15:49 PM,"NO","NO","YES"
"ROMANIA","IASI","LABORATOARELE SYNLAB I","I1SR51047","1.3",10/25/2019 10:37:33 AM,"NO","NO","YES"
"AUSTRALIA","BOWEN HILLS","SNP - BOWEN HILLS","ISR55830","2.1",10/25/2019 12:08:31 AM,"NO","NO","YES"
"CHINA","???","??????????","ISR53281","1.1",10/25/2019 9:52:24 AM,"NO","NO","YES"
"JAPAN","????","????????????????????","ISR51772","2.1",10/25/2019 11:14:07 AM,"NO","NO","YES"
"JAPAN","???","??????","I1SR56384","1.3",10/25/2019 12:14:55 PM,"NO","NO","YES"
"TURKEY","ISTANBUL","ISTANBUL IL SAGLIK MUD","ISR62610","1.1",10/25/2019 7:30:19 PM,"NO","NO","YES"
"ITALY","MODENA-LOC.BAGGIOVARA","AZIENDA U.S.L. DI MODE","I202673","1.1",10/25/2019 1:09:22 PM,"NO","NO","YES"
"CHINA","???","????????????","ISR52798","2.1",10/25/2019 11:06:01 AM,"NO","NO","YES"
"CHINA","???","??????????????","ISR53676","2.1",10/25/2019 12:38:05 AM,"NO","NO","YES"
"JAPAN","???","????????","I1SR01662","1.3",10/25/2019 10:18:00 AM,"NO","NO","YES"
"CHINA","??","???????????","ISR53844","1.1",10/25/2019 10:31:26 AM,"NO","NO","YES"
"TURKEY","GAZIANTEP","ANDIRIN DEVLET HASTANE","ISR52902","1.1",10/25/2019 11:27:30 AM,"NO","NO","YES"
"TURKEY","ISTANBUL","FSM EGITIM VE ARASTIRM","ISR06427","2.1",10/25/2019 12:53:35 PM,"NO","NO","YES"
"FRANCE","KOUROU","DE KOUROU","ISR05878","2.1",10/25/2019 11:00:10 AM,"NO","NO","YES"
"TURKEY","ISPARTA","ISPARTA HALK SAGLIGI M","ISR02098","2.1",10/25/2019 2:05:42 PM,"NO","NO","YES"
"CHINA","???","????????","ISR63161","1.3",10/25/2019 9:12:57 AM,"NO","NO","YES"
"SWITZERLAND","Duebendorf","Unilabs","ISR04357","1.1",10/25/2019 11:26:29 AM,"NO","NO","YES"
"ITALY","PALERMO","Ospedali Riuniti Villa","ISR61913","2.2",10/25/2019 4:20:34 AM,"YES","NO","NO"
"CHINA","???","?????????","ISR62081","2.1",10/25/2019 9:35:26 AM,"NO","NO","YES"
"CHINA","??","????????????","ISR61741","1.1",10/25/2019 12:29:43 AM,"YES","NO","YES"
"SPAIN","ESTELLA","HOSPITAL DE ESTELLA","ISR02325","2.1",10/25/2019 12:14:26 PM,"NO","NO","YES"
"FRANCE","BAYONNE","SEALAB CLINIQUE DELAY","ISR63018","2.1",10/25/2019 2:59:46 PM,"NO","NO","YES"
"TURKEY","BURSA            |","BALIKESIR ATATURK DEVL","I1SR60981","1.2",10/25/2019 2:07:20 AM,"NO","NO","YES"
"USA","FOLSOM","MERCY HOSPITAL OF FOLS","I1SR60027","1.2",10/25/2019 10:56:29 AM,"YES","NO","NO"
"CHINA","???","?????????????","ISR51517","1.1",10/25/2019 10:22:48 AM,"NO","NO","YES"
"ITALY","NAPOLI","Ospedale C.T.O - Labor","ISR54354","2.3",10/25/2019 1:33:44 AM,"YES","NO","NO"
"GREECE","A TH I N A I","HIPPOKRATION HOSPITAL","ISR05044","1.1",10/25/2019 11:44:19 AM,"NO","NO","YES"
"SPAIN","SAN ISIDRO DEL ROSARIO","HOSPITAL DEL SUR","ISR05188","1.1",10/25/2019 4:16:33 PM,"NO","NO","YES"
"JAPAN","???","??????","ISR54977","1.1",10/25/2019 9:33:01 AM,"NO","NO","YES"
"SPAIN","MADRID","CENTRO SANITARIO SANDO","ISR04314","2.2",10/25/2019 10:42:19 AM,"NO","NO","YES"
"JAPAN","???","??????????????","ISR52854","2.1",10/25/2019 2:42:35 AM,"NO","NO","YES"
"CHINA","??","???????","ISR51661","2.1",10/25/2019 9:12:50 AM,"NO","NO","YES"
