PL_SN_MAP_ID,IOM_SN,MESSAGE,PL,SN,UPLOAD_DATE
5673,ABT026,I/O Robot: Error 41: Gripper Open Fault,740,ABT026,08/05/2019
5674,ABT027,I/O Robot: Error 41: Gripper Open Fault,740,ABT027,08/05/2019
5675,ABT028,I/O Robot: Error 41: Gripper Open Fault,740,ABT028,08/05/2019
5676,ABT030,I/O Robot: Error 41: Gripper Open Fault,740,ABT030,08/05/2019
5677,ABT034,I/O Robot: Error 41: Gripper Open Fault,740,ABT034,08/05/2019
5678,ABT036,I/O Robot: Error 41: Gripper Open Fault,740,ABT036,08/05/2019
5679,ABT037,I/O Robot: Error 41: Gripper Open Fault,740,ABT037,08/05/2019
5680,ABT041,I/O Robot: Error 41: Gripper Open Fault,740,ABT041,08/05/2019
5681,ABT042,I/O Robot: Error 41: Gripper Open Fault,740,ABT042,08/05/2019
5682,ABT045,I/O Robot: Error 41: Gripper Open Fault,740,ABT045,08/05/2019
5683,ABT047,I/O Robot: Error 41: Gripper Open Fault,740,ABT047,08/05/2019
5684,ABT049,I/O Robot: Error 41: Gripper Open Fault,740,ABT049,08/05/2019
5685,ABT050,I/O Robot: Error 41: Gripper Open Fault,740,ABT050,08/05/2019
5686,ABT051,I/O Robot: Error 41: Gripper Open Fault,740,ABT051,08/05/2019
5687,ABT054,I/O Robot: Error 41: Gripper Open Fault,740,ABT054,08/05/2019
5688,ABT058,I/O Robot: Error 41: Gripper Open Fault,740,ABT058,08/05/2019
5689,ABT059,I/O Robot: Error 41: Gripper Open Fault,740,ABT059,08/05/2019
5690,ABT060,I/O Robot: Error 41: Gripper Open Fault,740,ABT060,08/05/2019
5691,ABT061,I/O Robot: Error 41: Gripper Open Fault,740,ABT061,08/05/2019
5692,ABT062,I/O Robot: Error 41: Gripper Open Fault,740,ABT062,08/05/2019
5693,ABT063,I/O Robot: Error 41: Gripper Open Fault,740,ABT063,08/05/2019
5694,ABT065,I/O Robot: Error 41: Gripper Open Fault,740,ABT065,08/05/2019
5695,ABT066,I/O Robot: Error 41: Gripper Open Fault,740,ABT066,08/05/2019
5696,ABT067,I/O Robot: Error 41: Gripper Open Fault,740,ABT067,08/05/2019
5697,ABT068,I/O Robot: Error 41: Gripper Open Fault,740,ABT068,08/05/2019
5698,ABT069,I/O Robot: Error 41: Gripper Open Fault,740,ABT069,08/05/2019
5699,ABT070,I/O Robot: Error 41: Gripper Open Fault,740,ABT070,08/05/2019
5700,ABT073,I/O Robot: Error 41: Gripper Open Fault,740,ABT073,08/05/2019
5701,ABT074,I/O Robot: Error 41: Gripper Open Fault,740,ABT074,08/05/2019
5702,ABT075,I/O Robot: Error 41: Gripper Open Fault,740,ABT075,08/05/2019
5703,ABT077,I/O Robot: Error 41: Gripper Open Fault,740,ABT077,08/05/2019
5704,ABT078,I/O Robot: Error 41: Gripper Open Fault,740,ABT078,08/05/2019
5705,ABT080,I/O Robot: Error 41: Gripper Open Fault,740,ABT080,08/05/2019
5706,ABT081,I/O Robot: Error 41: Gripper Open Fault,740,ABT081,08/05/2019
5707,ABT082,I/O Robot: Error 41: Gripper Open Fault,740,ABT082,08/05/2019
5708,ABT083,I/O Robot: Error 41: Gripper Open Fault,740,ABT083,08/05/2019
5709,ABT084,I/O Robot: Error 41: Gripper Open Fault,740,ABT084,08/05/2019
5710,ABT086,I/O Robot: Error 41: Gripper Open Fault,740,ABT086,08/05/2019
5711,ABT088,I/O Robot: Error 41: Gripper Open Fault,740,ABT088,08/05/2019
5712,ABT089,I/O Robot: Error 41: Gripper Open Fault,740,ABT089,08/05/2019
5713,ABT091,I/O Robot: Error 41: Gripper Open Fault,740,ABT091,08/05/2019
5714,ABT092,I/O Robot: Error 41: Gripper Open Fault,740,ABT092,08/05/2019
5715,ABT093,I/O Robot: Error 41: Gripper Open Fault,740,ABT093,08/05/2019
5716,ABT094,I/O Robot: Error 41: Gripper Open Fault,740,ABT094,08/05/2019
5717,ABT096,I/O Robot: Error 41: Gripper Open Fault,740,ABT096,08/05/2019
5718,ABT097,I/O Robot: Error 41: Gripper Open Fault,740,ABT097,08/05/2019
5719,ABT098,I/O Robot: Error 41: Gripper Open Fault,740,ABT098,08/05/2019
5720,ABT099,I/O Robot: Error 41: Gripper Open Fault,740,ABT099,08/05/2019
5721,ABT100,I/O Robot: Error 41: Gripper Open Fault,740,ABT100,08/05/2019
5722,ABT101,I/O Robot: Error 41: Gripper Open Fault,740,ABT101,08/05/2019
5723,ABT102,I/O Robot: Error 41: Gripper Open Fault,740,ABT102,08/05/2019
5724,ABT104,I/O Robot: Error 41: Gripper Open Fault,740,ABT104,08/05/2019
5725,ABT105,I/O Robot: Error 41: Gripper Open Fault,740,ABT105,08/05/2019
5726,ABT106,I/O Robot: Error 41: Gripper Open Fault,740,ABT10606,08/05/2019
5727,ABT107,I/O Robot: Error 41: Gripper Open Fault,740,ABT107,08/05/2019
5728,ABT108,I/O Robot: Error 41: Gripper Open Fault,740,ABT108,08/05/2019
5729,ABT109,I/O Robot: Error 41: Gripper Open Fault,740,ABT109,08/05/2019
5730,ABT110,I/O Robot: Error 41: Gripper Open Fault,740,ABT110,08/05/2019
5731,ABT111,I/O Robot: Error 41: Gripper Open Fault,740,ABT111,08/05/2019
5732,ABT112,I/O Robot: Error 41: Gripper Open Fault,740,ABT112,08/05/2019
5733,ABT113,I/O Robot: Error 41: Gripper Open Fault,740,ABT113,08/05/2019
5734,ABT114,I/O Robot: Error 41: Gripper Open Fault,740,ABT114,08/05/2019
5735,ABT116,I/O Robot: Error 41: Gripper Open Fault,740,ABT116,08/05/2019
5736,ABT117,I/O Robot: Error 41: Gripper Open Fault,740,ABT117,08/05/2019
5737,ABT118,I/O Robot: Error 41: Gripper Open Fault,740,ABT118,08/05/2019
5738,ABT119,I/O Robot: Error 41: Gripper Open Fault,740,ABT119,08/05/2019
5739,ABT120,I/O Robot: Error 41: Gripper Open Fault,740,ABT120,08/05/2019
5740,ABT121,I/O Robot: Error 41: Gripper Open Fault,740,ABT121,08/05/2019
5741,ABT123,I/O Robot: Error 41: Gripper Open Fault,740,ABT123,08/05/2019
5742,ABT124,I/O Robot: Error 41: Gripper Open Fault,740,ABT124,08/05/2019
5743,ABT125,I/O Robot: Error 41: Gripper Open Fault,740,ABT125,08/05/2019
5744,ABT126,I/O Robot: Error 41: Gripper Open Fault,740,ABT126,08/05/2019
5745,ABT127,I/O Robot: Error 41: Gripper Open Fault,740,ABT127,08/05/2019
5746,ABT128,I/O Robot: Error 41: Gripper Open Fault,740,ABT128,08/05/2019
5747,ABT129,I/O Robot: Error 41: Gripper Open Fault,740,ABT129,08/05/2019
5748,ABT130,I/O Robot: Error 41: Gripper Open Fault,740,ABT130,08/05/2019
5749,ABT131,I/O Robot: Error 41: Gripper Open Fault,740,ABT131,08/05/2019
5750,ABT132,I/O Robot: Error 41: Gripper Open Fault,740,ABT132,08/05/2019
5751,ABT133,I/O Robot: Error 41: Gripper Open Fault,740,ABT133,08/05/2019
5752,ABT134,I/O Robot: Error 41: Gripper Open Fault,740,ABT134,08/05/2019
5753,ABT135,I/O Robot: Error 41: Gripper Open Fault,740,ABT135,08/05/2019
5754,ABT136,I/O Robot: Error 41: Gripper Open Fault,740,ABT136,08/05/2019
5755,ABT137,I/O Robot: Error 41: Gripper Open Fault,740,ABT137,08/05/2019
5756,ABT138,I/O Robot: Error 41: Gripper Open Fault,740,ABT138,08/05/2019
5757,ABT139,I/O Robot: Error 41: Gripper Open Fault,740,ABT139,08/05/2019
5758,ABT140,I/O Robot: Error 41: Gripper Open Fault,740,ABT140,08/05/2019
5759,ABT141,I/O Robot: Error 41: Gripper Open Fault,740,ABT141,08/05/2019
5760,ABT142,I/O Robot: Error 41: Gripper Open Fault,740,ABT142,08/05/2019
5761,ABT143,I/O Robot: Error 41: Gripper Open Fault,740,ABT143,08/05/2019
5762,ABT144,I/O Robot: Error 41: Gripper Open Fault,740,ABT144,08/05/2019
5763,ABT145,I/O Robot: Error 41: Gripper Open Fault,740,ABT145,08/05/2019
5764,ABT146,I/O Robot: Error 41: Gripper Open Fault,740,ABT146,08/05/2019
5765,ABT147,I/O Robot: Error 41: Gripper Open Fault,740,ABT147,08/05/2019
5766,ABT148,I/O Robot: Error 41: Gripper Open Fault,740,ABT148,08/05/2019
5767,ABT149,I/O Robot: Error 41: Gripper Open Fault,740,ABT149,08/05/2019
5768,ABT150,I/O Robot: Error 41: Gripper Open Fault,740,ABT150,08/05/2019
5769,ABT151,I/O Robot: Error 41: Gripper Open Fault,740,ABT151,08/05/2019
5770,ABT152,I/O Robot: Error 41: Gripper Open Fault,740,ABT152,08/05/2019
5771,ABT153,I/O Robot: Error 41: Gripper Open Fault,740,ABT153,08/05/2019
5772,ABT154,I/O Robot: Error 41: Gripper Open Fault,740,ABT154,08/05/2019
5773,ABT155,I/O Robot: Error 41: Gripper Open Fault,740,ABT155,08/05/2019
5774,ABT156,I/O Robot: Error 41: Gripper Open Fault,740,ABT156,08/05/2019
5775,ABT157,I/O Robot: Error 41: Gripper Open Fault,740,ABT157,08/05/2019
5776,ABT158,I/O Robot: Error 41: Gripper Open Fault,740,ABT158,08/05/2019
5777,ABT159,I/O Robot: Error 41: Gripper Open Fault,740,ABT159,08/05/2019
5778,ABT018,I/O Robot: Error 42: Gripper Close Fault,740,ABT018,08/05/2019
5779,ABT019,I/O Robot: Error 42: Gripper Close Fault,740,ABT019,08/05/2019
5780,ABT023,I/O Robot: Error 42: Gripper Close Fault,740,ABT023,08/05/2019
5781,ABT024,I/O Robot: Error 42: Gripper Close Fault,740,ABT024,08/05/2019
5782,ABT026,I/O Robot: Error 42: Gripper Close Fault,740,ABT026,08/05/2019
5783,ABT027,I/O Robot: Error 42: Gripper Close Fault,740,ABT027,08/05/2019
5784,ABT028,I/O Robot: Error 42: Gripper Close Fault,740,ABT028,08/05/2019
5785,ABT030,I/O Robot: Error 42: Gripper Close Fault,740,ABT030,08/05/2019
5786,ABT034,I/O Robot: Error 42: Gripper Close Fault,740,ABT034,08/05/2019
5787,ABT036,I/O Robot: Error 42: Gripper Close Fault,740,ABT036,08/05/2019
5788,ABT037,I/O Robot: Error 42: Gripper Close Fault,740,ABT037,08/05/2019
5789,ABT041,I/O Robot: Error 42: Gripper Close Fault,740,ABT041,08/05/2019
5790,ABT042,I/O Robot: Error 42: Gripper Close Fault,740,ABT042,08/05/2019
5791,ABT045,I/O Robot: Error 42: Gripper Close Fault,740,ABT045,08/05/2019
5792,ABT047,I/O Robot: Error 42: Gripper Close Fault,740,ABT047,08/05/2019
5793,ABT049,I/O Robot: Error 42: Gripper Close Fault,740,ABT049,08/05/2019
5794,ABT050,I/O Robot: Error 42: Gripper Close Fault,740,ABT050,08/05/2019
5795,ABT051,I/O Robot: Error 42: Gripper Close Fault,740,ABT051,08/05/2019
5796,ABT054,I/O Robot: Error 42: Gripper Close Fault,740,ABT054,08/05/2019
5797,ABT058,I/O Robot: Error 42: Gripper Close Fault,740,ABT058,08/05/2019
5798,ABT059,I/O Robot: Error 42: Gripper Close Fault,740,ABT059,08/05/2019
5799,ABT060,I/O Robot: Error 42: Gripper Close Fault,740,ABT060,08/05/2019
5800,ABT061,I/O Robot: Error 42: Gripper Close Fault,740,ABT061,08/05/2019
5801,ABT062,I/O Robot: Error 42: Gripper Close Fault,740,ABT062,08/05/2019
5802,ABT063,I/O Robot: Error 42: Gripper Close Fault,740,ABT063,08/05/2019
5803,ABT065,I/O Robot: Error 42: Gripper Close Fault,740,ABT065,08/05/2019
5804,ABT066,I/O Robot: Error 42: Gripper Close Fault,740,ABT066,08/05/2019
5805,ABT067,I/O Robot: Error 42: Gripper Close Fault,740,ABT067,08/05/2019
5806,ABT068,I/O Robot: Error 42: Gripper Close Fault,740,ABT068,08/05/2019
5807,ABT069,I/O Robot: Error 42: Gripper Close Fault,740,ABT069,08/05/2019
5808,ABT070,I/O Robot: Error 42: Gripper Close Fault,740,ABT070,08/05/2019
5809,ABT073,I/O Robot: Error 42: Gripper Close Fault,740,ABT073,08/05/2019
5810,ABT074,I/O Robot: Error 42: Gripper Close Fault,740,ABT074,08/05/2019
5811,ABT075,I/O Robot: Error 42: Gripper Close Fault,740,ABT075,08/05/2019
5812,ABT077,I/O Robot: Error 42: Gripper Close Fault,740,ABT077,08/05/2019
5813,ABT078,I/O Robot: Error 42: Gripper Close Fault,740,ABT078,08/05/2019
5814,ABT080,I/O Robot: Error 42: Gripper Close Fault,740,ABT080,08/05/2019
5815,ABT081,I/O Robot: Error 42: Gripper Close Fault,740,ABT081,08/05/2019
5816,ABT082,I/O Robot: Error 42: Gripper Close Fault,740,ABT082,08/05/2019
5817,ABT083,I/O Robot: Error 42: Gripper Close Fault,740,ABT083,08/05/2019
5818,ABT084,I/O Robot: Error 42: Gripper Close Fault,740,ABT084,08/05/2019
5819,ABT086,I/O Robot: Error 42: Gripper Close Fault,740,ABT086,08/05/2019
5820,ABT088,I/O Robot: Error 42: Gripper Close Fault,740,ABT088,08/05/2019
5821,ABT089,I/O Robot: Error 42: Gripper Close Fault,740,ABT089,08/05/2019
5822,ABT091,I/O Robot: Error 42: Gripper Close Fault,740,ABT091,08/05/2019
5823,ABT092,I/O Robot: Error 42: Gripper Close Fault,740,ABT092,08/05/2019
5824,ABT093,I/O Robot: Error 42: Gripper Close Fault,740,ABT093,08/05/2019
5825,ABT094,I/O Robot: Error 42: Gripper Close Fault,740,ABT094,08/05/2019
5826,ABT096,I/O Robot: Error 42: Gripper Close Fault,740,ABT096,08/05/2019
5827,ABT097,I/O Robot: Error 42: Gripper Close Fault,740,ABT097,08/05/2019
5828,ABT098,I/O Robot: Error 42: Gripper Close Fault,740,ABT098,08/05/2019
5829,ABT099,I/O Robot: Error 42: Gripper Close Fault,740,ABT099,08/05/2019
5830,ABT100,I/O Robot: Error 42: Gripper Close Fault,740,ABT100,08/05/2019
5831,ABT101,I/O Robot: Error 42: Gripper Close Fault,740,ABT101,08/05/2019
5832,ABT102,I/O Robot: Error 42: Gripper Close Fault,740,ABT102,08/05/2019
5833,ABT104,I/O Robot: Error 42: Gripper Close Fault,740,ABT104,08/05/2019
5834,ABT105,I/O Robot: Error 42: Gripper Close Fault,740,ABT105,08/05/2019
5835,ABT106,I/O Robot: Error 42: Gripper Close Fault,740,ABT10606,08/05/2019
5836,ABT107,I/O Robot: Error 42: Gripper Close Fault,740,ABT107,08/05/2019
5837,ABT108,I/O Robot: Error 42: Gripper Close Fault,740,ABT108,08/05/2019
5838,ABT109,I/O Robot: Error 42: Gripper Close Fault,740,ABT109,08/05/2019
5839,ABT110,I/O Robot: Error 42: Gripper Close Fault,740,ABT110,08/05/2019
5840,ABT111,I/O Robot: Error 42: Gripper Close Fault,740,ABT111,08/05/2019
5841,ABT112,I/O Robot: Error 42: Gripper Close Fault,740,ABT112,08/05/2019
5842,ABT113,I/O Robot: Error 42: Gripper Close Fault,740,ABT113,08/05/2019
5843,ABT114,I/O Robot: Error 42: Gripper Close Fault,740,ABT114,08/05/2019
5844,ABT116,I/O Robot: Error 42: Gripper Close Fault,740,ABT116,08/05/2019
5845,ABT117,I/O Robot: Error 42: Gripper Close Fault,740,ABT117,08/05/2019
5846,ABT118,I/O Robot: Error 42: Gripper Close Fault,740,ABT118,08/05/2019
5847,ABT119,I/O Robot: Error 42: Gripper Close Fault,740,ABT119,08/05/2019
5848,ABT120,I/O Robot: Error 42: Gripper Close Fault,740,ABT120,08/05/2019
5849,ABT121,I/O Robot: Error 42: Gripper Close Fault,740,ABT121,08/05/2019
5850,ABT123,I/O Robot: Error 42: Gripper Close Fault,740,ABT123,08/05/2019
5851,ABT124,I/O Robot: Error 42: Gripper Close Fault,740,ABT124,08/05/2019
5852,ABT125,I/O Robot: Error 42: Gripper Close Fault,740,ABT125,08/05/2019
5853,ABT126,I/O Robot: Error 42: Gripper Close Fault,740,ABT126,08/05/2019
5854,ABT127,I/O Robot: Error 42: Gripper Close Fault,740,ABT127,08/05/2019
5855,ABT128,I/O Robot: Error 42: Gripper Close Fault,740,ABT128,08/05/2019
5856,ABT129,I/O Robot: Error 42: Gripper Close Fault,740,ABT129,08/05/2019
5857,ABT130,I/O Robot: Error 42: Gripper Close Fault,740,ABT130,08/05/2019
5858,ABT131,I/O Robot: Error 42: Gripper Close Fault,740,ABT131,08/05/2019
5859,ABT132,I/O Robot: Error 42: Gripper Close Fault,740,ABT132,08/05/2019
5860,ABT133,I/O Robot: Error 42: Gripper Close Fault,740,ABT133,08/05/2019
5861,ABT134,I/O Robot: Error 42: Gripper Close Fault,740,ABT134,08/05/2019
5862,ABT135,I/O Robot: Error 42: Gripper Close Fault,740,ABT135,08/05/2019
5863,ABT136,I/O Robot: Error 42: Gripper Close Fault,740,ABT136,08/05/2019
5864,ABT137,I/O Robot: Error 42: Gripper Close Fault,740,ABT137,08/05/2019
5865,ABT138,I/O Robot: Error 42: Gripper Close Fault,740,ABT138,08/05/2019
5866,ABT139,I/O Robot: Error 42: Gripper Close Fault,740,ABT139,08/05/2019
5867,ABT140,I/O Robot: Error 42: Gripper Close Fault,740,ABT140,08/05/2019
5868,ABT141,I/O Robot: Error 42: Gripper Close Fault,740,ABT141,08/05/2019
5869,ABT142,I/O Robot: Error 42: Gripper Close Fault,740,ABT142,08/05/2019
5870,ABT143,I/O Robot: Error 42: Gripper Close Fault,740,ABT143,08/05/2019
5871,ABT144,I/O Robot: Error 42: Gripper Close Fault,740,ABT144,08/05/2019
5872,ABT145,I/O Robot: Error 42: Gripper Close Fault,740,ABT145,08/05/2019
5873,ABT146,I/O Robot: Error 42: Gripper Close Fault,740,ABT146,08/05/2019
5874,ABT147,I/O Robot: Error 42: Gripper Close Fault,740,ABT147,08/05/2019
5875,ABT148,I/O Robot: Error 42: Gripper Close Fault,740,ABT148,08/05/2019
5876,ABT149,I/O Robot: Error 42: Gripper Close Fault,740,ABT149,08/05/2019
5877,ABT150,I/O Robot: Error 42: Gripper Close Fault,740,ABT150,08/05/2019
5878,ABT151,I/O Robot: Error 42: Gripper Close Fault,740,ABT151,08/05/2019
5879,ABT152,I/O Robot: Error 42: Gripper Close Fault,740,ABT152,08/05/2019
5880,ABT153,I/O Robot: Error 42: Gripper Close Fault,740,ABT153,08/05/2019
5881,ABT154,I/O Robot: Error 42: Gripper Close Fault,740,ABT154,08/05/2019
5882,ABT155,I/O Robot: Error 42: Gripper Close Fault,740,ABT155,08/05/2019
5883,ABT156,I/O Robot: Error 42: Gripper Close Fault,740,ABT156,08/05/2019
5884,ABT157,I/O Robot: Error 42: Gripper Close Fault,740,ABT157,08/05/2019
5885,ABT158,I/O Robot: Error 42: Gripper Close Fault,740,ABT158,08/05/2019
5886,ABT159,I/O Robot: Error 42: Gripper Close Fault,740,ABT159,08/05/2019
5887,ABT018,I/O Robot: Error 48: Arm Limp,740,ABT018,08/05/2019
5888,ABT019,I/O Robot: Error 48: Arm Limp,740,ABT019,08/05/2019
5889,ABT023,I/O Robot: Error 48: Arm Limp,740,ABT023,08/05/2019
5890,ABT024,I/O Robot: Error 48: Arm Limp,740,ABT024,08/05/2019
5891,ABT026,I/O Robot: Error 48: Arm Limp,740,ABT026,08/05/2019
5892,ABT027,I/O Robot: Error 48: Arm Limp,740,ABT027,08/05/2019
5893,ABT028,I/O Robot: Error 48: Arm Limp,740,ABT028,08/05/2019
5894,ABT030,I/O Robot: Error 48: Arm Limp,740,ABT030,08/05/2019
5895,ABT034,I/O Robot: Error 48: Arm Limp,740,ABT034,08/05/2019
5896,ABT036,I/O Robot: Error 48: Arm Limp,740,ABT036,08/05/2019
5897,ABT037,I/O Robot: Error 48: Arm Limp,740,ABT037,08/05/2019
5898,ABT041,I/O Robot: Error 48: Arm Limp,740,ABT041,08/05/2019
5899,ABT042,I/O Robot: Error 48: Arm Limp,740,ABT042,08/05/2019
5900,ABT045,I/O Robot: Error 48: Arm Limp,740,ABT045,08/05/2019
5901,ABT047,I/O Robot: Error 48: Arm Limp,740,ABT047,08/05/2019
5902,ABT049,I/O Robot: Error 48: Arm Limp,740,ABT049,08/05/2019
5903,ABT050,I/O Robot: Error 48: Arm Limp,740,ABT050,08/05/2019
5904,ABT051,I/O Robot: Error 48: Arm Limp,740,ABT051,08/05/2019
5905,ABT054,I/O Robot: Error 48: Arm Limp,740,ABT054,08/05/2019
5906,ABT058,I/O Robot: Error 48: Arm Limp,740,ABT058,08/05/2019
5907,ABT059,I/O Robot: Error 48: Arm Limp,740,ABT059,08/05/2019
5908,ABT060,I/O Robot: Error 48: Arm Limp,740,ABT060,08/05/2019
5909,ABT061,I/O Robot: Error 48: Arm Limp,740,ABT061,08/05/2019
5910,ABT062,I/O Robot: Error 48: Arm Limp,740,ABT062,08/05/2019
5911,ABT063,I/O Robot: Error 48: Arm Limp,740,ABT063,08/05/2019
5912,ABT065,I/O Robot: Error 48: Arm Limp,740,ABT065,08/05/2019
5913,ABT066,I/O Robot: Error 48: Arm Limp,740,ABT066,08/05/2019
5914,ABT067,I/O Robot: Error 48: Arm Limp,740,ABT067,08/05/2019
5915,ABT068,I/O Robot: Error 48: Arm Limp,740,ABT068,08/05/2019
5916,ABT069,I/O Robot: Error 48: Arm Limp,740,ABT069,08/05/2019
5917,ABT070,I/O Robot: Error 48: Arm Limp,740,ABT070,08/05/2019
5918,ABT073,I/O Robot: Error 48: Arm Limp,740,ABT073,08/05/2019
5919,ABT074,I/O Robot: Error 48: Arm Limp,740,ABT074,08/05/2019
5920,ABT075,I/O Robot: Error 48: Arm Limp,740,ABT075,08/05/2019
5921,ABT077,I/O Robot: Error 48: Arm Limp,740,ABT077,08/05/2019
5922,ABT078,I/O Robot: Error 48: Arm Limp,740,ABT078,08/05/2019
5923,ABT080,I/O Robot: Error 48: Arm Limp,740,ABT080,08/05/2019
5924,ABT081,I/O Robot: Error 48: Arm Limp,740,ABT081,08/05/2019
5925,ABT082,I/O Robot: Error 48: Arm Limp,740,ABT082,08/05/2019
5926,ABT083,I/O Robot: Error 48: Arm Limp,740,ABT083,08/05/2019
5927,ABT084,I/O Robot: Error 48: Arm Limp,740,ABT084,08/05/2019
5928,ABT086,I/O Robot: Error 48: Arm Limp,740,ABT086,08/05/2019
5929,ABT088,I/O Robot: Error 48: Arm Limp,740,ABT088,08/05/2019
5930,ABT089,I/O Robot: Error 48: Arm Limp,740,ABT089,08/05/2019
5931,ABT091,I/O Robot: Error 48: Arm Limp,740,ABT091,08/05/2019
5932,ABT092,I/O Robot: Error 48: Arm Limp,740,ABT092,08/05/2019
5933,ABT093,I/O Robot: Error 48: Arm Limp,740,ABT093,08/05/2019
5934,ABT094,I/O Robot: Error 48: Arm Limp,740,ABT094,08/05/2019
5935,ABT096,I/O Robot: Error 48: Arm Limp,740,ABT096,08/05/2019
5936,ABT097,I/O Robot: Error 48: Arm Limp,740,ABT097,08/05/2019
5937,ABT098,I/O Robot: Error 48: Arm Limp,740,ABT098,08/05/2019
5938,ABT099,I/O Robot: Error 48: Arm Limp,740,ABT099,08/05/2019
5939,ABT100,I/O Robot: Error 48: Arm Limp,740,ABT100,08/05/2019
5940,ABT101,I/O Robot: Error 48: Arm Limp,740,ABT101,08/05/2019
5941,ABT102,I/O Robot: Error 48: Arm Limp,740,ABT102,08/05/2019
5942,ABT104,I/O Robot: Error 48: Arm Limp,740,ABT104,08/05/2019
5943,ABT105,I/O Robot: Error 48: Arm Limp,740,ABT105,08/05/2019
5944,ABT106,I/O Robot: Error 48: Arm Limp,740,ABT10606,08/05/2019
5945,ABT107,I/O Robot: Error 48: Arm Limp,740,ABT107,08/05/2019
5946,ABT108,I/O Robot: Error 48: Arm Limp,740,ABT108,08/05/2019
5947,ABT109,I/O Robot: Error 48: Arm Limp,740,ABT109,08/05/2019
5948,ABT110,I/O Robot: Error 48: Arm Limp,740,ABT110,08/05/2019
5949,ABT111,I/O Robot: Error 48: Arm Limp,740,ABT111,08/05/2019
5950,ABT112,I/O Robot: Error 48: Arm Limp,740,ABT112,08/05/2019
5951,ABT113,I/O Robot: Error 48: Arm Limp,740,ABT113,08/05/2019
5952,ABT114,I/O Robot: Error 48: Arm Limp,740,ABT114,08/05/2019
5953,ABT116,I/O Robot: Error 48: Arm Limp,740,ABT116,08/05/2019
5954,ABT117,I/O Robot: Error 48: Arm Limp,740,ABT117,08/05/2019
5955,ABT118,I/O Robot: Error 48: Arm Limp,740,ABT118,08/05/2019
5956,ABT119,I/O Robot: Error 48: Arm Limp,740,ABT119,08/05/2019
5957,ABT120,I/O Robot: Error 48: Arm Limp,740,ABT120,08/05/2019
5958,ABT121,I/O Robot: Error 48: Arm Limp,740,ABT121,08/05/2019
5959,ABT123,I/O Robot: Error 48: Arm Limp,740,ABT123,08/05/2019
5960,ABT124,I/O Robot: Error 48: Arm Limp,740,ABT124,08/05/2019
5961,ABT125,I/O Robot: Error 48: Arm Limp,740,ABT125,08/05/2019
5962,ABT126,I/O Robot: Error 48: Arm Limp,740,ABT126,08/05/2019
5963,ABT127,I/O Robot: Error 48: Arm Limp,740,ABT127,08/05/2019
5964,ABT128,I/O Robot: Error 48: Arm Limp,740,ABT128,08/05/2019
5965,ABT129,I/O Robot: Error 48: Arm Limp,740,ABT129,08/05/2019
5966,ABT130,I/O Robot: Error 48: Arm Limp,740,ABT130,08/05/2019
5967,ABT131,I/O Robot: Error 48: Arm Limp,740,ABT131,08/05/2019
5968,ABT132,I/O Robot: Error 48: Arm Limp,740,ABT132,08/05/2019
5969,ABT133,I/O Robot: Error 48: Arm Limp,740,ABT133,08/05/2019
5970,ABT134,I/O Robot: Error 48: Arm Limp,740,ABT134,08/05/2019
5971,ABT135,I/O Robot: Error 48: Arm Limp,740,ABT135,08/05/2019
5972,ABT136,I/O Robot: Error 48: Arm Limp,740,ABT136,08/05/2019
5973,ABT137,I/O Robot: Error 48: Arm Limp,740,ABT137,08/05/2019
5974,ABT138,I/O Robot: Error 48: Arm Limp,740,ABT138,08/05/2019
5975,ABT139,I/O Robot: Error 48: Arm Limp,740,ABT139,08/05/2019
5976,ABT140,I/O Robot: Error 48: Arm Limp,740,ABT140,08/05/2019
5977,ABT141,I/O Robot: Error 48: Arm Limp,740,ABT141,08/05/2019
5978,ABT142,I/O Robot: Error 48: Arm Limp,740,ABT142,08/05/2019
5979,ABT143,I/O Robot: Error 48: Arm Limp,740,ABT143,08/05/2019
5980,ABT144,I/O Robot: Error 48: Arm Limp,740,ABT144,08/05/2019
5981,ABT145,I/O Robot: Error 48: Arm Limp,740,ABT145,08/05/2019
5982,ABT146,I/O Robot: Error 48: Arm Limp,740,ABT146,08/05/2019
5983,ABT147,I/O Robot: Error 48: Arm Limp,740,ABT147,08/05/2019
5984,ABT148,I/O Robot: Error 48: Arm Limp,740,ABT148,08/05/2019
5985,ABT149,I/O Robot: Error 48: Arm Limp,740,ABT149,08/05/2019
5986,ABT150,I/O Robot: Error 48: Arm Limp,740,ABT150,08/05/2019
5987,ABT151,I/O Robot: Error 48: Arm Limp,740,ABT151,08/05/2019
5988,ABT152,I/O Robot: Error 48: Arm Limp,740,ABT152,08/05/2019
5989,ABT153,I/O Robot: Error 48: Arm Limp,740,ABT153,08/05/2019
5990,ABT154,I/O Robot: Error 48: Arm Limp,740,ABT154,08/05/2019
5991,ABT155,I/O Robot: Error 48: Arm Limp,740,ABT155,08/05/2019
5992,ABT156,I/O Robot: Error 48: Arm Limp,740,ABT156,08/05/2019
5993,ABT157,I/O Robot: Error 48: Arm Limp,740,ABT157,08/05/2019
5994,ABT158,I/O Robot: Error 48: Arm Limp,740,ABT158,08/05/2019
5995,ABT159,I/O Robot: Error 48: Arm Limp,740,ABT159,08/05/2019
5996,ABT018,I/O Robot: Error 50: Tube Lost,740,ABT018,08/05/2019
