PL_SN_MAP_ID,IOM_SN,MESSAGE,PL,SN,UPLOAD_DATE
16026,ABT145,Overdue Carrier - Return Gate 2,755,ABT145C8002,08/05/2019
16027,ABT151,Overdue Carrier - Return Gate 2,755,ABT151C8002,08/05/2019
16028,ABT024,Overdue Carrier - Return Gate 3,755,ABT024C8002,08/05/2019
16029,ABT027,Overdue Carrier - Return Gate 3,755,ABT027C8002,08/05/2019
16030,ABT050,Overdue Carrier - Return Gate 3,755,ABT050C8001,08/05/2019
16031,ABT060,Overdue Carrier - Return Gate 3,755,ABT060C8001,08/05/2019
16032,ABT064,Overdue Carrier - Return Gate 3,755,ABT064C8001,08/05/2019
16033,ABT069,Overdue Carrier - Return Gate 3,755,ABT069C8002,08/05/2019
16034,ABT073,Overdue Carrier - Return Gate 3,755,ABT073C8001,08/05/2019
16035,ABT074,Overdue Carrier - Return Gate 3,755,ABT074C8001,08/05/2019
16036,ABT077,Overdue Carrier - Return Gate 3,755,ABT077C8001,08/05/2019
16037,ABT083,Overdue Carrier - Return Gate 3,755,ABT083C8003,08/05/2019
16038,ABT092,Overdue Carrier - Return Gate 3,755,ABT092C8003,08/05/2019
16039,ABT094,Overdue Carrier - Return Gate 3,755,ABT094C8001,08/05/2019
16040,ABT098,Overdue Carrier - Return Gate 3,755,ABT098C8001,08/05/2019
16041,ABT101,Overdue Carrier - Return Gate 3,755,ABT101C8003,08/05/2019
16042,ABT102,Overdue Carrier - Return Gate 3,755,ABT102C8001,08/05/2019
16043,ABT105,Overdue Carrier - Return Gate 3,755,ABT105C8002,08/05/2019
16044,ABT109,Overdue Carrier - Return Gate 3,755,ABT109C8001,08/05/2019
16045,ABT110,Overdue Carrier - Return Gate 3,755,ABT110C8002,08/05/2019
16046,ABT113,Overdue Carrier - Return Gate 3,755,ABT113C8001,08/05/2019
16047,ABT123,Overdue Carrier - Return Gate 3,755,ABT123C8003,08/05/2019
16048,ABT124,Overdue Carrier - Return Gate 3,755,ABT124C8001,08/05/2019
16049,ABT129,Overdue Carrier - Return Gate 3,755,ABT129C8003,08/05/2019
16050,ABT132,Overdue Carrier - Return Gate 3,755,ABT132C8003,08/05/2019
16051,ABT137,Overdue Carrier - Return Gate 3,755,ABT137C8001,08/05/2019
16052,ABT138,Overdue Carrier - Return Gate 3,755,ABT138C8001,08/05/2019
16053,ABT139,Overdue Carrier - Return Gate 3,755,ABT139C8001,08/05/2019
16054,ABT140,Overdue Carrier - Return Gate 3,755,ABT140C8001,08/05/2019
16055,ABT142,Overdue Carrier - Return Gate 3,755,ABT142C8001,08/05/2019
16056,ABT143,Overdue Carrier - Return Gate 3,755,ABT143C8002,08/05/2019
16057,ABT145,Overdue Carrier - Return Gate 3,755,ABT145C8003,08/05/2019
16058,ABT146,Overdue Carrier - Return Gate 3,755,ABT146C8001,08/05/2019
16059,ABT148,Overdue Carrier - Return Gate 3,755,ABT148C8001,08/05/2019
16060,ABT149,Overdue Carrier - Return Gate 3,755,ABT149C8001,08/05/2019
16061,ABT151,Overdue Carrier - Return Gate 3,755,ABT151C8003,08/05/2019
16062,ABT152,Overdue Carrier - Return Gate 3,755,ABT152C8001,08/05/2019
16063,ABT153,Overdue Carrier - Return Gate 3,755,ABT153C8001,08/05/2019
16064,ABT156,Overdue Carrier - Return Gate 3,755,ABT156C8001,08/05/2019
16065,ABT157,Overdue Carrier - Return Gate 3,755,ABT157C8001,08/05/2019
16066,ABT159,Overdue Carrier - Return Gate 3,755,ABT159C8001,08/05/2019
16067,ABT041,Overdue Carrier - Return Gate 4,755,ABT041C8001,08/05/2019
16068,ABT050,Overdue Carrier - Return Gate 4,755,ABT050C8002,08/05/2019
16069,ABT060,Overdue Carrier - Return Gate 4,755,ABT060C8002,08/05/2019
16070,ABT064,Overdue Carrier - Return Gate 4,755,ABT064C8002,08/05/2019
16071,ABT073,Overdue Carrier - Return Gate 4,755,ABT073C8002,08/05/2019
16072,ABT074,Overdue Carrier - Return Gate 4,755,ABT074C8002,08/05/2019
16073,ABT077,Overdue Carrier - Return Gate 4,755,ABT077C8002,08/05/2019
16074,ABT089,Overdue Carrier - Return Gate 4,755,ABT089C8001,08/05/2019
16075,ABT094,Overdue Carrier - Return Gate 4,755,ABT094C8002,08/05/2019
16076,ABT098,Overdue Carrier - Return Gate 4,755,ABT098C8002,08/05/2019
16077,ABT102,Overdue Carrier - Return Gate 4,755,ABT102C8002,08/05/2019
16078,ABT108,Overdue Carrier - Return Gate 4,755,ABT108C8001,08/05/2019
16079,ABT109,Overdue Carrier - Return Gate 4,755,ABT109C8002,08/05/2019
16080,ABT113,Overdue Carrier - Return Gate 4,755,ABT113C8002,08/05/2019
16081,ABT114,Overdue Carrier - Return Gate 4,755,ABT114C8001,08/05/2019
16082,ABT116,Overdue Carrier - Return Gate 4,755,ABT116C8002,08/05/2019
16083,ABT124,Overdue Carrier - Return Gate 4,755,ABT124C8002,08/05/2019
16084,ABT125,Overdue Carrier - Return Gate 4,755,ABT125C8002,08/05/2019
16085,ABT137,Overdue Carrier - Return Gate 4,755,ABT137C8002,08/05/2019
16086,ABT138,Overdue Carrier - Return Gate 4,755,ABT138C8002,08/05/2019
16087,ABT139,Overdue Carrier - Return Gate 4,755,ABT139C8002,08/05/2019
16088,ABT140,Overdue Carrier - Return Gate 4,755,ABT140C8002,08/05/2019
16089,ABT142,Overdue Carrier - Return Gate 4,755,ABT142C8002,08/05/2019
16090,ABT146,Overdue Carrier - Return Gate 4,755,ABT146C8002,08/05/2019
16091,ABT148,Overdue Carrier - Return Gate 4,755,ABT148C8002,08/05/2019
16092,ABT149,Overdue Carrier - Return Gate 4,755,ABT149C8002,08/05/2019
16093,ABT152,Overdue Carrier - Return Gate 4,755,ABT152C8002,08/05/2019
16094,ABT153,Overdue Carrier - Return Gate 4,755,ABT153C8002,08/05/2019
16095,ABT157,Overdue Carrier - Return Gate 4,755,ABT157C8002,08/05/2019
16096,ABT159,Overdue Carrier - Return Gate 4,755,ABT159C8002,08/05/2019
16097,ABT041,Overdue Carrier - Return Gate 5,755,ABT041C8002,08/05/2019
16098,ABT059,Overdue Carrier - Return Gate 5,755,ABT059C8001,08/05/2019
16099,ABT060,Overdue Carrier - Return Gate 5,755,ABT060C8003,08/05/2019
16100,ABT062,Overdue Carrier - Return Gate 5,755,ABT062C8002,08/05/2019
16101,ABT077,Overdue Carrier - Return Gate 5,755,ABT077C8003,08/05/2019
16102,ABT089,Overdue Carrier - Return Gate 5,755,ABT089C8002,08/05/2019
16103,ABT102,Overdue Carrier - Return Gate 5,755,ABT102C8003,08/05/2019
16104,ABT108,Overdue Carrier - Return Gate 5,755,ABT108C8002,08/05/2019
16105,ABT110,Overdue Carrier - Return Gate 5,755,ABT110C8003,08/05/2019
16106,ABT114,Overdue Carrier - Return Gate 5,755,ABT114C8002,08/05/2019
16107,ABT124,Overdue Carrier - Return Gate 5,755,ABT124C8003,08/05/2019
16108,ABT140,Overdue Carrier - Return Gate 5,755,ABT140C8003,08/05/2019
16109,ABT146,Overdue Carrier - Return Gate 5,755,ABT146C8003,08/05/2019
16110,ABT156,Overdue Carrier - Return Gate 5,755,ABT156C8002,08/05/2019
16111,ABT041,Overdue Carrier - Return Gate 6,755,ABT041C8003,08/05/2019
16112,ABT059,Overdue Carrier - Return Gate 6,755,ABT059C8002,08/05/2019
16113,ABT062,Overdue Carrier - Return Gate 6,755,ABT062C8003,08/05/2019
16114,ABT094,Overdue Carrier - Return Gate 6,755,ABT094C8003,08/05/2019
16115,ABT114,Overdue Carrier - Return Gate 6,755,ABT114C8003,08/05/2019
16116,ABT116,Overdue Carrier - Return Gate 6,755,ABT116C8003,08/05/2019
16117,ABT124,Overdue Carrier - Return Gate 6,755,ABT124C8004,08/05/2019
16118,ABT133,Overdue Carrier - Return Gate 6,755,ABT133C8002,08/05/2019
16119,ABT156,Overdue Carrier - Return Gate 6,755,ABT156C8003,08/05/2019
16120,ABT157,Overdue Carrier - Return Gate 6,755,ABT157C8003,08/05/2019
16121,ABT024,Overdue Carrier - Return Gate 7,755,ABT024C8003,08/05/2019
16122,ABT041,Overdue Carrier - Return Gate 7,755,ABT041C8004,08/05/2019
16123,ABT098,Overdue Carrier - Return Gate 7,755,ABT098C8003,08/05/2019
16124,ABT133,Overdue Carrier - Return Gate 7,755,ABT133C8003,08/05/2019
16125,ABT024,Overdue Carrier - Return Gate 8,755,ABT024C8004,08/05/2019
16126,ABT062,Overdue Carrier - Return Gate 8,755,ABT062C8004,08/05/2019
16127,ABT140,Overdue Carrier - Return Gate 8,755,ABT140C8004,08/05/2019
16128,ABT024,Sample Presentation Error - Instrument 1,755,ABT024C8001,08/05/2019
16129,ABT054,Sample Presentation Error - Instrument 1,755,ABT054C8001,08/05/2019
16130,ABT063,Sample Presentation Error - Instrument 1,755,ABT063C8001,08/05/2019
16131,ABT069,Sample Presentation Error - Instrument 1,755,ABT069C8001,08/05/2019
16132,ABT078,Sample Presentation Error - Instrument 1,755,ABT078C8001,08/05/2019
16133,ABT083,Sample Presentation Error - Instrument 1,755,ABT083C8001,08/05/2019
16134,ABT092,Sample Presentation Error - Instrument 1,755,ABT092C8001,08/05/2019
16135,ABT096,Sample Presentation Error - Instrument 1,755,ABT096C8001,08/05/2019
16136,ABT097,Sample Presentation Error - Instrument 1,755,ABT097C8001,08/05/2019
16137,ABT099,Sample Presentation Error - Instrument 1,755,ABT099C8001,08/05/2019
16138,ABT100,Sample Presentation Error - Instrument 1,755,ABT100C8001,08/05/2019
16139,ABT101,Sample Presentation Error - Instrument 1,755,ABT101C8001,08/05/2019
16140,ABT105,Sample Presentation Error - Instrument 1,755,ABT105C8001,08/05/2019
16141,ABT106,Sample Presentation Error - Instrument 1,755,ABT106C8001,08/05/2019
16142,ABT110,Sample Presentation Error - Instrument 1,755,ABT110C8001,08/05/2019
16143,ABT117,Sample Presentation Error - Instrument 1,755,ABT117C8001,08/05/2019
16144,ABT118,Sample Presentation Error - Instrument 1,755,ABT118C8001,08/05/2019
16145,ABT119,Sample Presentation Error - Instrument 1,755,ABT119C8001,08/05/2019
16146,ABT120,Sample Presentation Error - Instrument 1,755,ABT120C8001,08/05/2019
16147,ABT123,Sample Presentation Error - Instrument 1,755,ABT123C8001,08/05/2019
16148,ABT128,Sample Presentation Error - Instrument 1,755,ABT128C8001,08/05/2019
16149,ABT129,Sample Presentation Error - Instrument 1,755,ABT129C8001,08/05/2019
16150,ABT132,Sample Presentation Error - Instrument 1,755,ABT132C8001,08/05/2019
16151,ABT143,Sample Presentation Error - Instrument 1,755,ABT143C8001,08/05/2019
16152,ABT145,Sample Presentation Error - Instrument 1,755,ABT145C8001,08/05/2019
16153,ABT151,Sample Presentation Error - Instrument 1,755,ABT151C8001,08/05/2019
16154,ABT027,Sample Presentation Error - Instrument 2,755,ABT027C8001,08/05/2019
16155,ABT051,Sample Presentation Error - Instrument 2,755,ABT051C8001,08/05/2019
16156,ABT054,Sample Presentation Error - Instrument 2,755,ABT054C8002,08/05/2019
16157,ABT062,Sample Presentation Error - Instrument 2,755,ABT062C8001,08/05/2019
16158,ABT063,Sample Presentation Error - Instrument 2,755,ABT063C8002,08/05/2019
16159,ABT078,Sample Presentation Error - Instrument 2,755,ABT078C8002,08/05/2019
16160,ABT083,Sample Presentation Error - Instrument 2,755,ABT083C8002,08/05/2019
16161,ABT092,Sample Presentation Error - Instrument 2,755,ABT092C8002,08/05/2019
16162,ABT096,Sample Presentation Error - Instrument 2,755,ABT096C8002,08/05/2019
16163,ABT097,Sample Presentation Error - Instrument 2,755,ABT097C8002,08/05/2019
16164,ABT099,Sample Presentation Error - Instrument 2,755,ABT099C8002,08/05/2019
16165,ABT100,Sample Presentation Error - Instrument 2,755,ABT100C8002,08/05/2019
16166,ABT101,Sample Presentation Error - Instrument 2,755,ABT101C8002,08/05/2019
16167,ABT106,Sample Presentation Error - Instrument 2,755,ABT106C8002,08/05/2019
16168,ABT116,Sample Presentation Error - Instrument 2,755,ABT116C8001,08/05/2019
16169,ABT117,Sample Presentation Error - Instrument 2,755,ABT117C8002,08/05/2019
16170,ABT118,Sample Presentation Error - Instrument 2,755,ABT118C8002,08/05/2019
16171,ABT119,Sample Presentation Error - Instrument 2,755,ABT119C8002,08/05/2019
16172,ABT120,Sample Presentation Error - Instrument 2,755,ABT120C8002,08/05/2019
16173,ABT123,Sample Presentation Error - Instrument 2,755,ABT123C8002,08/05/2019
16174,ABT125,Sample Presentation Error - Instrument 2,755,ABT125C8001,08/05/2019
16175,ABT127,Sample Presentation Error - Instrument 2,755,ABT127C8001,08/05/2019
16176,ABT128,Sample Presentation Error - Instrument 2,755,ABT128C8002,08/05/2019
16177,ABT129,Sample Presentation Error - Instrument 2,755,ABT129C8002,08/05/2019
16178,ABT132,Sample Presentation Error - Instrument 2,755,ABT132C8002,08/05/2019
16179,ABT133,Sample Presentation Error - Instrument 2,755,ABT133C8001,08/05/2019
16180,ABT145,Sample Presentation Error - Instrument 2,755,ABT145C8002,08/05/2019
16181,ABT151,Sample Presentation Error - Instrument 2,755,ABT151C8002,08/05/2019
16182,ABT024,Sample Presentation Error - Instrument 3,755,ABT024C8002,08/05/2019
16183,ABT027,Sample Presentation Error - Instrument 3,755,ABT027C8002,08/05/2019
16184,ABT050,Sample Presentation Error - Instrument 3,755,ABT050C8001,08/05/2019
16185,ABT060,Sample Presentation Error - Instrument 3,755,ABT060C8001,08/05/2019
16186,ABT064,Sample Presentation Error - Instrument 3,755,ABT064C8001,08/05/2019
16187,ABT069,Sample Presentation Error - Instrument 3,755,ABT069C8002,08/05/2019
16188,ABT073,Sample Presentation Error - Instrument 3,755,ABT073C8001,08/05/2019
16189,ABT074,Sample Presentation Error - Instrument 3,755,ABT074C8001,08/05/2019
16190,ABT077,Sample Presentation Error - Instrument 3,755,ABT077C8001,08/05/2019
16191,ABT083,Sample Presentation Error - Instrument 3,755,ABT083C8003,08/05/2019
16192,ABT092,Sample Presentation Error - Instrument 3,755,ABT092C8003,08/05/2019
16193,ABT094,Sample Presentation Error - Instrument 3,755,ABT094C8001,08/05/2019
16194,ABT098,Sample Presentation Error - Instrument 3,755,ABT098C8001,08/05/2019
16195,ABT101,Sample Presentation Error - Instrument 3,755,ABT101C8003,08/05/2019
16196,ABT102,Sample Presentation Error - Instrument 3,755,ABT102C8001,08/05/2019
16197,ABT105,Sample Presentation Error - Instrument 3,755,ABT105C8002,08/05/2019
16198,ABT109,Sample Presentation Error - Instrument 3,755,ABT109C8001,08/05/2019
16199,ABT110,Sample Presentation Error - Instrument 3,755,ABT110C8002,08/05/2019
16200,ABT113,Sample Presentation Error - Instrument 3,755,ABT113C8001,08/05/2019
16201,ABT123,Sample Presentation Error - Instrument 3,755,ABT123C8003,08/05/2019
16202,ABT124,Sample Presentation Error - Instrument 3,755,ABT124C8001,08/05/2019
16203,ABT129,Sample Presentation Error - Instrument 3,755,ABT129C8003,08/05/2019
16204,ABT132,Sample Presentation Error - Instrument 3,755,ABT132C8003,08/05/2019
16205,ABT137,Sample Presentation Error - Instrument 3,755,ABT137C8001,08/05/2019
16206,ABT138,Sample Presentation Error - Instrument 3,755,ABT138C8001,08/05/2019
16207,ABT139,Sample Presentation Error - Instrument 3,755,ABT139C8001,08/05/2019
16208,ABT140,Sample Presentation Error - Instrument 3,755,ABT140C8001,08/05/2019
16209,ABT142,Sample Presentation Error - Instrument 3,755,ABT142C8001,08/05/2019
16210,ABT143,Sample Presentation Error - Instrument 3,755,ABT143C8002,08/05/2019
16211,ABT145,Sample Presentation Error - Instrument 3,755,ABT145C8003,08/05/2019
16212,ABT146,Sample Presentation Error - Instrument 3,755,ABT146C8001,08/05/2019
16213,ABT148,Sample Presentation Error - Instrument 3,755,ABT148C8001,08/05/2019
16214,ABT149,Sample Presentation Error - Instrument 3,755,ABT149C8001,08/05/2019
16215,ABT151,Sample Presentation Error - Instrument 3,755,ABT151C8003,08/05/2019
16216,ABT152,Sample Presentation Error - Instrument 3,755,ABT152C8001,08/05/2019
16217,ABT153,Sample Presentation Error - Instrument 3,755,ABT153C8001,08/05/2019
16218,ABT156,Sample Presentation Error - Instrument 3,755,ABT156C8001,08/05/2019
16219,ABT157,Sample Presentation Error - Instrument 3,755,ABT157C8001,08/05/2019
16220,ABT159,Sample Presentation Error - Instrument 3,755,ABT159C8001,08/05/2019
16221,ABT041,Sample Presentation Error - Instrument 4,755,ABT041C8001,08/05/2019
16222,ABT050,Sample Presentation Error - Instrument 4,755,ABT050C8002,08/05/2019
16223,ABT060,Sample Presentation Error - Instrument 4,755,ABT060C8002,08/05/2019
16224,ABT064,Sample Presentation Error - Instrument 4,755,ABT064C8002,08/05/2019
16225,ABT073,Sample Presentation Error - Instrument 4,755,ABT073C8002,08/05/2019
16226,ABT074,Sample Presentation Error - Instrument 4,755,ABT074C8002,08/05/2019
16227,ABT077,Sample Presentation Error - Instrument 4,755,ABT077C8002,08/05/2019
16228,ABT089,Sample Presentation Error - Instrument 4,755,ABT089C8001,08/05/2019
16229,ABT094,Sample Presentation Error - Instrument 4,755,ABT094C8002,08/05/2019
16230,ABT098,Sample Presentation Error - Instrument 4,755,ABT098C8002,08/05/2019
16231,ABT102,Sample Presentation Error - Instrument 4,755,ABT102C8002,08/05/2019
16232,ABT108,Sample Presentation Error - Instrument 4,755,ABT108C8001,08/05/2019
16233,ABT109,Sample Presentation Error - Instrument 4,755,ABT109C8002,08/05/2019
16234,ABT113,Sample Presentation Error - Instrument 4,755,ABT113C8002,08/05/2019
16235,ABT114,Sample Presentation Error - Instrument 4,755,ABT114C8001,08/05/2019
16236,ABT116,Sample Presentation Error - Instrument 4,755,ABT116C8002,08/05/2019
16237,ABT124,Sample Presentation Error - Instrument 4,755,ABT124C8002,08/05/2019
16238,ABT125,Sample Presentation Error - Instrument 4,755,ABT125C8002,08/05/2019
16239,ABT137,Sample Presentation Error - Instrument 4,755,ABT137C8002,08/05/2019
16240,ABT138,Sample Presentation Error - Instrument 4,755,ABT138C8002,08/05/2019
16241,ABT139,Sample Presentation Error - Instrument 4,755,ABT139C8002,08/05/2019
16242,ABT140,Sample Presentation Error - Instrument 4,755,ABT140C8002,08/05/2019
16243,ABT142,Sample Presentation Error - Instrument 4,755,ABT142C8002,08/05/2019
16244,ABT146,Sample Presentation Error - Instrument 4,755,ABT146C8002,08/05/2019
16245,ABT148,Sample Presentation Error - Instrument 4,755,ABT148C8002,08/05/2019
16246,ABT149,Sample Presentation Error - Instrument 4,755,ABT149C8002,08/05/2019
16247,ABT152,Sample Presentation Error - Instrument 4,755,ABT152C8002,08/05/2019
16248,ABT153,Sample Presentation Error - Instrument 4,755,ABT153C8002,08/05/2019
16249,ABT157,Sample Presentation Error - Instrument 4,755,ABT157C8002,08/05/2019
16250,ABT159,Sample Presentation Error - Instrument 4,755,ABT159C8002,08/05/2019
16251,ABT041,Sample Presentation Error - Instrument 5,755,ABT041C8002,08/05/2019
16252,ABT059,Sample Presentation Error - Instrument 5,755,ABT059C8001,08/05/2019
16253,ABT060,Sample Presentation Error - Instrument 5,755,ABT060C8003,08/05/2019
16254,ABT062,Sample Presentation Error - Instrument 5,755,ABT062C8002,08/05/2019
16255,ABT077,Sample Presentation Error - Instrument 5,755,ABT077C8003,08/05/2019
16256,ABT089,Sample Presentation Error - Instrument 5,755,ABT089C8002,08/05/2019
16257,ABT102,Sample Presentation Error - Instrument 5,755,ABT102C8003,08/05/2019
16258,ABT108,Sample Presentation Error - Instrument 5,755,ABT108C8002,08/05/2019
16259,ABT110,Sample Presentation Error - Instrument 5,755,ABT110C8003,08/05/2019
16260,ABT114,Sample Presentation Error - Instrument 5,755,ABT114C8002,08/05/2019
16261,ABT124,Sample Presentation Error - Instrument 5,755,ABT124C8003,08/05/2019
16262,ABT140,Sample Presentation Error - Instrument 5,755,ABT140C8003,08/05/2019
16263,ABT146,Sample Presentation Error - Instrument 5,755,ABT146C8003,08/05/2019
16264,ABT156,Sample Presentation Error - Instrument 5,755,ABT156C8002,08/05/2019
16265,ABT041,Sample Presentation Error - Instrument 6,755,ABT041C8003,08/05/2019
16266,ABT059,Sample Presentation Error - Instrument 6,755,ABT059C8002,08/05/2019
16267,ABT062,Sample Presentation Error - Instrument 6,755,ABT062C8003,08/05/2019
16268,ABT094,Sample Presentation Error - Instrument 6,755,ABT094C8003,08/05/2019
16269,ABT114,Sample Presentation Error - Instrument 6,755,ABT114C8003,08/05/2019
16270,ABT116,Sample Presentation Error - Instrument 6,755,ABT116C8003,08/05/2019
16271,ABT124,Sample Presentation Error - Instrument 6,755,ABT124C8004,08/05/2019
16272,ABT133,Sample Presentation Error - Instrument 6,755,ABT133C8002,08/05/2019
16273,ABT156,Sample Presentation Error - Instrument 6,755,ABT156C8003,08/05/2019
16274,ABT157,Sample Presentation Error - Instrument 6,755,ABT157C8003,08/05/2019
16275,ABT024,Sample Presentation Error - Instrument 7,755,ABT024C8003,08/05/2019
16276,ABT041,Sample Presentation Error - Instrument 7,755,ABT041C8004,08/05/2019
16277,ABT098,Sample Presentation Error - Instrument 7,755,ABT098C8003,08/05/2019
16278,ABT133,Sample Presentation Error - Instrument 7,755,ABT133C8003,08/05/2019
16279,ABT024,Sample Presentation Error - Instrument 8,755,ABT024C8004,08/05/2019
16280,ABT062,Sample Presentation Error - Instrument 8,755,ABT062C8004,08/05/2019
16281,ABT140,Sample Presentation Error - Instrument 8,755,ABT140C8004,08/05/2019
16282,ABT024,Sample Queue Error - Instrument 1,755,ABT024C8001,08/05/2019
16283,ABT054,Sample Queue Error - Instrument 1,755,ABT054C8001,08/05/2019
16284,ABT063,Sample Queue Error - Instrument 1,755,ABT063C8001,08/05/2019
16285,ABT069,Sample Queue Error - Instrument 1,755,ABT069C8001,08/05/2019
16286,ABT078,Sample Queue Error - Instrument 1,755,ABT078C8001,08/05/2019
16287,ABT083,Sample Queue Error - Instrument 1,755,ABT083C8001,08/05/2019
16288,ABT092,Sample Queue Error - Instrument 1,755,ABT092C8001,08/05/2019
16289,ABT096,Sample Queue Error - Instrument 1,755,ABT096C8001,08/05/2019
16290,ABT097,Sample Queue Error - Instrument 1,755,ABT097C8001,08/05/2019
16291,ABT099,Sample Queue Error - Instrument 1,755,ABT099C8001,08/05/2019
16292,ABT100,Sample Queue Error - Instrument 1,755,ABT100C8001,08/05/2019
16293,ABT101,Sample Queue Error - Instrument 1,755,ABT101C8001,08/05/2019
16294,ABT105,Sample Queue Error - Instrument 1,755,ABT105C8001,08/05/2019
16295,ABT106,Sample Queue Error - Instrument 1,755,ABT106C8001,08/05/2019
16296,ABT110,Sample Queue Error - Instrument 1,755,ABT110C8001,08/05/2019
16297,ABT117,Sample Queue Error - Instrument 1,755,ABT117C8001,08/05/2019
16298,ABT118,Sample Queue Error - Instrument 1,755,ABT118C8001,08/05/2019
16299,ABT119,Sample Queue Error - Instrument 1,755,ABT119C8001,08/05/2019
16300,ABT120,Sample Queue Error - Instrument 1,755,ABT120C8001,08/05/2019
16301,ABT123,Sample Queue Error - Instrument 1,755,ABT123C8001,08/05/2019
16302,ABT128,Sample Queue Error - Instrument 1,755,ABT128C8001,08/05/2019
16303,ABT129,Sample Queue Error - Instrument 1,755,ABT129C8001,08/05/2019
16304,ABT132,Sample Queue Error - Instrument 1,755,ABT132C8001,08/05/2019
16305,ABT143,Sample Queue Error - Instrument 1,755,ABT143C8001,08/05/2019
16306,ABT145,Sample Queue Error - Instrument 1,755,ABT145C8001,08/05/2019
16307,ABT151,Sample Queue Error - Instrument 1,755,ABT151C8001,08/05/2019
16308,ABT027,Sample Queue Error - Instrument 2,755,ABT027C8001,08/05/2019
16309,ABT051,Sample Queue Error - Instrument 2,755,ABT051C8001,08/05/2019
16310,ABT054,Sample Queue Error - Instrument 2,755,ABT054C8002,08/05/2019
16311,ABT062,Sample Queue Error - Instrument 2,755,ABT062C8001,08/05/2019
16312,ABT063,Sample Queue Error - Instrument 2,755,ABT063C8002,08/05/2019
16313,ABT078,Sample Queue Error - Instrument 2,755,ABT078C8002,08/05/2019
16314,ABT083,Sample Queue Error - Instrument 2,755,ABT083C8002,08/05/2019
16315,ABT092,Sample Queue Error - Instrument 2,755,ABT092C8002,08/05/2019
16316,ABT096,Sample Queue Error - Instrument 2,755,ABT096C8002,08/05/2019
16317,ABT097,Sample Queue Error - Instrument 2,755,ABT097C8002,08/05/2019
16318,ABT099,Sample Queue Error - Instrument 2,755,ABT099C8002,08/05/2019
16319,ABT100,Sample Queue Error - Instrument 2,755,ABT100C8002,08/05/2019
16320,ABT101,Sample Queue Error - Instrument 2,755,ABT101C8002,08/05/2019
16321,ABT106,Sample Queue Error - Instrument 2,755,ABT106C8002,08/05/2019
16322,ABT116,Sample Queue Error - Instrument 2,755,ABT116C8001,08/05/2019
16323,ABT117,Sample Queue Error - Instrument 2,755,ABT117C8002,08/05/2019
16324,ABT118,Sample Queue Error - Instrument 2,755,ABT118C8002,08/05/2019
16325,ABT119,Sample Queue Error - Instrument 2,755,ABT119C8002,08/05/2019
16326,ABT120,Sample Queue Error - Instrument 2,755,ABT120C8002,08/05/2019
16327,ABT123,Sample Queue Error - Instrument 2,755,ABT123C8002,08/05/2019
16328,ABT125,Sample Queue Error - Instrument 2,755,ABT125C8001,08/05/2019
16329,ABT127,Sample Queue Error - Instrument 2,755,ABT127C8001,08/05/2019
16330,ABT128,Sample Queue Error - Instrument 2,755,ABT128C8002,08/05/2019
16331,ABT129,Sample Queue Error - Instrument 2,755,ABT129C8002,08/05/2019
16332,ABT132,Sample Queue Error - Instrument 2,755,ABT132C8002,08/05/2019
16333,ABT133,Sample Queue Error - Instrument 2,755,ABT133C8001,08/05/2019
16334,ABT145,Sample Queue Error - Instrument 2,755,ABT145C8002,08/05/2019
16335,ABT151,Sample Queue Error - Instrument 2,755,ABT151C8002,08/05/2019
16336,ABT024,Sample Queue Error - Instrument 3,755,ABT024C8002,08/05/2019
16337,ABT027,Sample Queue Error - Instrument 3,755,ABT027C8002,08/05/2019
16338,ABT050,Sample Queue Error - Instrument 3,755,ABT050C8001,08/05/2019
16339,ABT060,Sample Queue Error - Instrument 3,755,ABT060C8001,08/05/2019
16340,ABT064,Sample Queue Error - Instrument 3,755,ABT064C8001,08/05/2019
16341,ABT069,Sample Queue Error - Instrument 3,755,ABT069C8002,08/05/2019
16342,ABT073,Sample Queue Error - Instrument 3,755,ABT073C8001,08/05/2019
16343,ABT074,Sample Queue Error - Instrument 3,755,ABT074C8001,08/05/2019
16344,ABT077,Sample Queue Error - Instrument 3,755,ABT077C8001,08/05/2019
16345,ABT083,Sample Queue Error - Instrument 3,755,ABT083C8003,08/05/2019
16346,ABT092,Sample Queue Error - Instrument 3,755,ABT092C8003,08/05/2019
16347,ABT094,Sample Queue Error - Instrument 3,755,ABT094C8001,08/05/2019
16348,ABT098,Sample Queue Error - Instrument 3,755,ABT098C8001,08/05/2019
16349,ABT101,Sample Queue Error - Instrument 3,755,ABT101C8003,08/05/2019
16350,ABT102,Sample Queue Error - Instrument 3,755,ABT102C8001,08/05/2019
16351,ABT105,Sample Queue Error - Instrument 3,755,ABT105C8002,08/05/2019
16352,ABT109,Sample Queue Error - Instrument 3,755,ABT109C8001,08/05/2019
16353,ABT110,Sample Queue Error - Instrument 3,755,ABT110C8002,08/05/2019
16354,ABT113,Sample Queue Error - Instrument 3,755,ABT113C8001,08/05/2019
16355,ABT123,Sample Queue Error - Instrument 3,755,ABT123C8003,08/05/2019
16356,ABT124,Sample Queue Error - Instrument 3,755,ABT124C8001,08/05/2019
16357,ABT129,Sample Queue Error - Instrument 3,755,ABT129C8003,08/05/2019
16358,ABT132,Sample Queue Error - Instrument 3,755,ABT132C8003,08/05/2019
16359,ABT137,Sample Queue Error - Instrument 3,755,ABT137C8001,08/05/2019
