ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
Daily Maintenance Fail IA,11111,THRESHOLD_DESCRIPTION,Daily Maintenance Fail IA
Daily Maintenance Fail IA,11111,DM_FAIL_DAYS_SINCE_LAST_PAT,7
Daily Maintenance Fail IA,11111,DM_FAIL_DAYS_WITH_FAIL,2
Daily Maintenance Fail IA,11111,DM_FAIL_DAYS_WITH_PATIENT,1
Daily Maintenance Fail IA,11111,DM_FAIL_N_PATIENT_SINCE_FAIL,1
Daily Maintenance Fail IA,11111,IHN_LEVEL3_DESC,Daily Maintenance Fail IA
