ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
Alinity CI RSM Pick and Load,11111,IHN_LEVEL3_DESC,Alinity CI RSM Pick and Load
Alinity CI RSM Pick and Load,11111,THRESHOLDS_COUNT,1
Alinity CI RSM Pick and Load,11111,THRESHOLD_DESCRIPTION,Alinity CI RSM Pick and Load
