SQL Statement which produced this data:
  SELECT 
     ROWID, PHM_ALGORITHM_IHN_SK, PHM_ALGORITHM_DEFINITIONS_SK, PHM_PATTERNS_SK, 
     IHN_CODE, IHN_LEVEL_1_DESCRIPTION, APP_AUDITS_CREATE_USER, 
     APP_AUDITS_MODIFY_USER, IHN_LEVEL_2_DESCRIPTION, IHN_LEVEL_3_DESCRIPTION, 
     DELETE_FLAG, APP_AUDITS_CREATE_DATE, APP_AUDITS_MODIFY_DATE, 
     ISSUE_DESCRIPTION
  FROM SVC_PHM_OWNER.PHM_ALGORITHM_IHNS;

PHM_ALGORITHM_IHN_SK,PHM_ALGORITHM_DEFINITIONS_SK,PHM_PATTERNS_SK,IHN_CODE,IHN_LEVEL_1_DESCRIPTION,APP_AUDITS_CREATE_USER,APP_AUDITS_MODIFY_USER,IHN_LEVEL_2_DESCRIPTION,IHN_LEVEL_3_DESCRIPTION,DELETE_FLAG,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_DATE,ISSUE_DESCRIPTION
845,1002,10262,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:31:07.000000 PM","Overdue Carrier - Instrument 4 Gate"
846,1002,10263,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:31:28.000000 PM","Overdue Carrier - Instrument 5 Gate"
847,1002,10264,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:32:13.000000 PM","Overdue Carrier - Instrument 6 Gate"
848,1002,10265,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:32:37.000000 PM","Overdue Carrier - Instrument 7 Gate"
849,1002,10266,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:31:48.000000 PM","Overdue Carrier - Instrument 8 Gate"
850,1002,10267,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:28:44.000000 PM","Overdue Carrier - IOM Divert Gate"
851,1002,10268,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - IOM Gate A"
852,1002,10269,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - IOM Gate B"
853,1002,10270,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:01.000000 PM","1/13/2018 1:21:01.000000 PM","Overdue Carrier - IOM Gate C"
854,1002,10271,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:01.000000 PM","4/11/2018 2:35:50.000000 PM","Overdue Carrier - Resealer Divert Gate"
855,1002,10272,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Resealer Gate"
856,1002,10273,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Return Gate 1"
857,1002,10274,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Return Gate 2"
858,1002,10275,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Return Gate 3"
859,1002,10276,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Return Gate 4"
860,1002,10277,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Return Gate 5"
861,1002,10278,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Return Gate 6"
862,1002,10279,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Return Gate 7"
863,1002,10280,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Return Gate 8"
864,1002,10281,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - RIM Divert"
865,1002,10282,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Sampling Gate 1"
866,1002,10283,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Sampling Gate 2"
867,1002,10284,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Sampling Gate 3"
868,1002,10285,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Sampling Gate 4"
869,1002,10286,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Sampling Gate 5"
870,1002,10287,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Sampling Gate 6"
871,1002,10288,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Sampling Gate 7"
872,1002,10289,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Sampling Gate 8"
873,1002,10290,"PHN00009",,"SYS","CLAYRF",,,"N","1/13/2018 1:21:02.000000 PM","4/11/2018 2:35:10.000000 PM","Overdue Carrier - Storage Gate A"
874,1002,10291,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Storage Gate B"
875,1002,10292,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Storage Gate C"
876,1002,10293,"PHN00009",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Overdue Carrier - Storage Gate D"
877,1002,10294,"PHN00013",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Resealer - Temperature Out of Range"
878,1002,10295,"PHN00014",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Resealer: Error 18: Heater error"
879,1002,10296,"PHN00030",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Resealer: Error 21: Arm up failure"
880,1002,10297,"PHN00030",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Resealer: Error 22: Arm down failure"
881,1002,10298,"PHN00031",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Resealer: Error 39: Analog signal error"
882,1002,10299,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Presentation Error - Instrument 1"
883,1002,10300,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Presentation Error - Instrument 2"
884,1002,10301,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Presentation Error - Instrument 3"
885,1002,10302,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Presentation Error - Instrument 4"
886,1002,10303,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Presentation Error - Instrument 5"
887,1002,10304,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Presentation Error - Instrument 6"
888,1002,10305,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Presentation Error - Instrument 7"
889,1002,10306,"PHN00019",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Presentation Error - Instrument 8"
890,1002,10307,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:02.000000 PM","1/13/2018 1:21:02.000000 PM","Sample Queue Error - Instrument 1"
891,1002,10308,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Sample Queue Error - Instrument 2"
892,1002,10309,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Sample Queue Error - Instrument 3"
893,1002,10310,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Sample Queue Error - Instrument 4"
894,1002,10311,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Sample Queue Error - Instrument 5"
895,1002,10312,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Sample Queue Error - Instrument 6"
896,1002,10313,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Sample Queue Error - Instrument 7"
897,1002,10314,"PHN00020",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Sample Queue Error - Instrument 8"
898,1002,10315,"PHN00025",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage - Temperature Out of Range"
899,1002,10316,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 21: Moving Fault - Axis 1"
900,1002,10317,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 22: Moving Fault - Axis 2"
901,1002,10318,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 23: Moving Fault - Axis 3"
902,1002,10319,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 34: Axis 1 Homing Fault"
903,1002,10320,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 35: Axis 2 Homing Fault"
904,1002,10321,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 36: Axis 3 Homing Fault"
905,1002,10322,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 41: Gripper Open Fault"
906,1002,10323,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 42: Gripper Close Fault"
907,1002,10324,"PHN00028",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 48: Arm Limp"
908,1002,10325,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 50: Tube Lost"
909,1002,10326,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage Sample Robot: Error 51: Object found in Gripper"
910,1002,10327,"PHN00023",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage: Error 61: Waste Chute Obstructed"
911,1002,10328,"PHN00024",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Storage: Error 62: Tube Drop Failure"
912,1002,10329,"PHN00015",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Unreadable Sample ID (BCR 1)"
913,1002,10330,"PHN00017",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Unreadable Sample ID (BCR 2)"
914,1002,10331,"PHN00017",,"SYS","SYS",,,"N","1/13/2018 1:21:03.000000 PM","1/13/2018 1:21:03.000000 PM","Unreadable Sample ID (BCR 3)"
401,1180,381,"PHN00067_CC","PHN_Architect_CC","HEITZRP","CHANDSN","PHN00067_CC",,"N","5/5/2017 2:13:37.000000 PM","1/14/2018 12:33:16.000000 PM",
4,1001,4,"PHN00006","PHN_Architect_IA","SVCSCM","CHANDSN","PHN00006",,"N","10/28/2015 10:06:00.000000 PM","1/14/2018 12:13:46.000000 PM",
5,1001,5,"PHN00005","PHN_Architect_IA","SVCSCM","CHANDSN","PHN00005",,"N","10/28/2015 10:06:00.000000 PM","1/14/2018 12:15:26.000000 PM",
9,1003,9,"PHN00004","PHN_Architect_IA","SVCSCM","CHANDSN","PHN00004",,"N","10/28/2015 10:37:00.000000 PM","1/14/2018 12:21:53.000000 PM",
10,1003,12,"PHN00004","PHN_Architect_IA","SVCSCM","CHANDSN","PHN00004",,"N","10/28/2015 10:37:00.000000 PM","1/14/2018 12:17:32.000000 PM",
11,1003,13,"PHN00004","PHN_Architect_IA","SVCSCM","CHANDSN","PHN00004",,"N","10/28/2015 10:37:00.000000 PM","1/14/2018 12:19:05.000000 PM",
12,1003,10,"PHN00004","PHN_Architect_IA","SVCSCM","CHANDSN","PHN00004",,"N","10/28/2015 10:38:00.000000 PM","1/14/2018 12:19:45.000000 PM",
13,1003,11,"PHN00004","PHN_Architect_IA","SVCSCM","CHANDSN","PHN00004",,"N","10/28/2015 10:38:00.000000 PM","1/14/2018 12:20:45.000000 PM",
441,1220,421,"PHN00042","PHN_Architect_CC","CHANDSN","CHANDSN","PHN00042",,"N","6/15/2017 11:23:13.000000 AM","1/14/2018 12:37:01.000000 PM",
442,1221,422,"PHN00064","PHN_Architect_CC","CHANDSN","CHANDSN","PHN00064",,"N","6/15/2017 11:27:46.000000 AM","1/14/2018 12:38:41.000000 PM",
443,1222,423,"PHN00065","PHN_Architect_CC","CHANDSN","CHANDSN","PHN00065",,"N","6/15/2017 11:31:59.000000 AM","1/14/2018 12:37:54.000000 PM",
1531,20350,20351,,,"CHANDSN","CHANDSN",,,"N","2/13/2019 11:38:07.000000 AM","2/13/2019 12:11:33.000000 PM",
1532,20351,20352,,,"CHANDSN","CHANDSN",,,"N","2/13/2019 11:54:44.000000 AM","2/13/2019 11:54:44.000000 AM",
1533,20352,20353,,,"CHANDSN","CHANDSN",,,"N","2/13/2019 11:57:06.000000 AM","2/13/2019 11:59:57.000000 AM",
1534,20353,20354,,,"CHANDSN","CHANDSN",,,"N","2/13/2019 12:01:39.000000 PM","2/13/2019 12:01:39.000000 PM",
1535,20354,20355,"PHN_Ruby_AC11",,"LIJX8","CHANDSN",,,"N","2/13/2019 1:17:35.000000 PM","2/25/2019 10:52:06.000000 AM",
1536,20355,20356,"PHN_Ruby_AC21",,"LIJX8","CHANDSN",,,"N","2/13/2019 1:29:26.000000 PM","2/25/2019 10:52:30.000000 AM",
1537,20356,20357,"PHN_Ruby_AC31",,"LIJX8","LIJX8",,,"N","2/13/2019 1:33:10.000000 PM","3/5/2019 8:09:15.000000 PM",
1538,20357,20358,"PHN_Ruby_AC41",,"LIJX8","LIJX8",,,"N","2/13/2019 1:38:46.000000 PM","3/5/2019 8:12:05.000000 PM",
1539,20358,20359,"PHN_Sapphire_AD11",,"LIJX8","CHANDSN",,,"N","2/13/2019 1:45:21.000000 PM","2/25/2019 10:54:29.000000 AM",
1540,20359,20360,"PHN_Sapphire_AD21",,"LIJX8","CHANDSN",,,"N","2/13/2019 1:48:55.000000 PM","2/25/2019 10:54:44.000000 AM",
1371,20190,20191,"PHN_Alinity_IA_CCG1",,"CHANDSN","CHANDSN",,,"N","6/29/2018 1:26:51.000000 PM","9/11/2018 2:01:21.000000 PM",
1372,20191,20192,"PHN_Alinity_IA_CCI1",,"CHANDSN","CHANDSN",,,"N","6/29/2018 1:40:35.000000 PM","9/11/2018 2:01:56.000000 PM",
1373,20192,20193,"PHN_Alinity_IA_CCG1",,"CHANDSN","CHANDSN",,,"N","6/29/2018 1:53:39.000000 PM","9/11/2018 2:02:33.000000 PM",
1374,20193,20194,"PHN_Alinity_IA_CCI1",,"CHANDSN","CHANDSN",,,"N","6/29/2018 2:03:28.000000 PM","9/11/2018 2:02:52.000000 PM",
1375,20194,20195,,,"CHANDSN","CHANDSN",,,"N","6/29/2018 2:27:18.000000 PM","6/30/2018 9:38:09.000000 PM",
341,1120,321,"PHN00068_CC","PHN_Architect_CC","HEITZRP","CHANDSN","PHN00068_CC",,"N","4/4/2017 1:39:23.000000 PM","1/14/2018 12:35:11.000000 PM",
102,1040,90,"PHN00044","PHN_APS/a3600_i","JOYSX1","CHANDSN","PHN00044",,"N","10/8/2016 2:53:00.000000 PM","11/23/2016 7:20:56.000000 AM",
103,1040,117,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:07:00.000000 PM","11/23/2016 7:17:57.000000 AM",
104,1040,121,"PHN00052","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00052",,"N","10/8/2016 3:08:00.000000 PM","11/23/2016 7:18:23.000000 AM",
105,1040,103,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:10:00.000000 PM","11/23/2016 7:02:42.000000 AM",
106,1040,197,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:12:00.000000 PM","11/23/2016 7:21:17.000000 AM",
107,1040,200,"PHN00046","PHN_APS/a3600_i","PALAVSX","CHANDSN","PHN00046",,"N","10/8/2016 3:26:00.000000 PM","11/23/2016 6:03:06.000000 AM",
1511,20330,20331,"PHN_Alinitys_B411",,"CHANDSN","CHANDSN",,,"N","11/15/2018 6:49:45.000000 AM","11/15/2018 12:43:41.000000 PM",
1341,20160,20161,,,"CHANDSN","CHANDSN",,,"N","6/27/2018 4:47:46.000000 PM","6/27/2018 5:15:44.000000 PM",
1342,20161,20162,"PHN_Alinity IA_CC11",,"CHANDSN","CHANDSN",,,"N","6/27/2018 5:06:19.000000 PM","6/27/2018 5:07:43.000000 PM",
1343,20162,20163,"PHN_Alinity IA_CC21",,"CHANDSN","CHANDSN",,,"N","6/27/2018 5:14:11.000000 PM","6/27/2018 5:14:54.000000 PM","Alinity IA Pipettor R2 FE Pressure"
1344,20163,20164,"PHN_Alinity IA_CCJ1",,"CHANDSN","CHANDSN",,,"N","6/27/2018 5:23:12.000000 PM","6/27/2018 5:23:41.000000 PM",
1345,20164,20165,"PHN_Alinity IA_CCE3",,"CHANDSN","CHANDSN",,,"N","6/27/2018 5:40:52.000000 PM","6/27/2018 5:48:47.000000 PM",
1346,20165,20166,,,"CHANDSN","CHANDSN",,,"N","6/27/2018 6:01:07.000000 PM","9/24/2019 1:16:04.000000 PM",
1347,20166,20167,"PHN_Alinity IA_CC31",,"CHANDSN","LIJX8",,,"N","6/27/2018 6:13:46.000000 PM","8/15/2019 10:09:48.000000 AM",
1348,20167,20168,"PHN_Alinity IA_CC41",,"CHANDSN","LIJX8",,,"N","6/27/2018 6:17:27.000000 PM","8/15/2019 10:09:28.000000 AM",
1349,20168,20169,"PHN_Alinity IA_CC61",,"CHANDSN","LIJX8",,,"N","6/27/2018 6:21:50.000000 PM","8/15/2019 10:08:52.000000 AM",
1350,20169,20170,"PHN_Alinity_IA_CC51",,"CHANDSN","LIJX8",,,"N","6/27/2018 6:26:25.000000 PM","8/15/2019 10:08:20.000000 AM",
1591,20410,20411,"PHN_APA_5900_16",,"LIJX8","LIJX8",,,"N","4/4/2019 6:12:24.000000 PM","4/4/2019 6:19:17.000000 PM",
1651,20470,20471,"PHN_APA_5503_11",,"LIJX8","LIJX8",,,"N","6/11/2019 6:45:11.000000 PM","7/24/2019 6:27:10.000000 PM",
1652,20471,20472,"PHN_APA_5503_12",,"LIJX8","LIJX8",,,"N","6/11/2019 6:59:10.000000 PM","7/24/2019 6:28:02.000000 PM",
1653,20472,20473,"PHN_APA_5503_13",,"LIJX8","LIJX8",,,"N","6/11/2019 7:25:28.000000 PM","10/8/2019 9:14:07.000000 AM",
1654,20473,20474,"PHN_APA_5503_14",,"LIJX8","LIJX8",,,"N","6/11/2019 7:27:43.000000 PM","10/8/2019 9:13:48.000000 AM",
1751,20570,20571,"PHN_Alinity IA_CCN1",,"LIJX8","CHANDSN",,,"N","7/2/2019 9:58:49.000000 AM","9/26/2019 1:40:11.000000 PM",
1831,20670,20651,"PHN_Alinity_CC_B912",,"NISSECX","NISSECX",,,"N","8/15/2019 9:12:43.000000 AM","8/16/2019 1:52:55.000000 PM",
1711,20530,20531,"PHN_Alinity_SCM_A832",,"LIJX8","LIJX8",,,"N","6/24/2019 9:55:02.000000 AM","8/15/2019 3:53:18.000000 PM",
1671,20490,20491,"PHN_Alinity_CC_B9K1",,"NISSECX","NISSECX",,,"N","6/20/2019 8:52:25.000000 AM","7/23/2019 5:13:55.000000 PM",
1471,20290,20291,"PHN_AI_DC_R_CCA1",,"CHANDSN","CHANDSN",,,"N","10/5/2018 4:39:32.000000 PM","10/5/2018 4:42:07.000000 PM",
194,1040,109,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:11:00.000000 PM","11/23/2016 7:02:46.000000 AM",
195,1040,215,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:11:00.000000 PM","11/23/2016 6:10:46.000000 AM",
197,1040,218,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:12:00.000000 PM","11/23/2016 5:59:21.000000 AM",
198,1040,113,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:12:00.000000 PM","11/23/2016 7:02:54.000000 AM",
200,1040,145,"PHN00053","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00053",,"N","10/8/2016 3:12:00.000000 PM","11/23/2016 7:25:16.000000 AM",
202,1040,202,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:13:00.000000 PM","11/23/2016 6:03:38.000000 AM",
203,1040,177,"PHN00056","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00056",,"N","10/8/2016 3:13:00.000000 PM","11/23/2016 7:21:37.000000 AM",
205,1040,119,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:13:00.000000 PM","11/23/2016 7:18:01.000000 AM",
206,1040,151,"PHN00053","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00053",,"N","10/8/2016 3:13:00.000000 PM","11/23/2016 7:02:16.000000 AM",
208,1040,235,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:14:00.000000 PM","11/23/2016 5:58:27.000000 AM",
209,1040,124,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:14:00.000000 PM","11/23/2016 7:03:00.000000 AM",
211,1040,181,"PHN00057","PHN_APS/a3600_ii","CHENNGX","CHANDSN","PHN00057",,"N","10/8/2016 3:14:00.000000 PM","11/23/2016 7:25:20.000000 AM",
213,1040,238,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:14:00.000000 PM","11/23/2016 5:58:41.000000 AM",
214,1040,129,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:14:00.000000 PM","11/23/2016 7:03:06.000000 AM",
216,1040,241,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:15:00.000000 PM","11/23/2016 5:58:23.000000 AM",
217,1040,149,"PHN00058","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00058",,"N","10/8/2016 3:15:00.000000 PM","11/23/2016 7:02:11.000000 AM",
219,1040,242,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:16:00.000000 PM","11/23/2016 5:58:09.000000 AM",
220,1040,155,"PHN00058","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00058",,"N","10/8/2016 3:16:00.000000 PM","11/23/2016 7:25:59.000000 AM",
222,1040,161,"PHN00054","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00054",,"N","10/8/2016 3:16:00.000000 PM","11/23/2016 6:12:02.000000 AM",
224,1040,245,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:16:00.000000 PM","11/23/2016 5:57:49.000000 AM",
226,1040,188,"PHN00053","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00053",,"N","10/8/2016 3:17:00.000000 PM","3/7/2018 2:52:40.000000 PM",
227,1040,222,"PHN00057","PHN_APS/a3600_ii","NAIRRX","CHANDSN","PHN00057",,"N","10/8/2016 3:17:00.000000 PM","11/23/2016 6:02:05.000000 AM",
229,1040,248,"PHN00052","PHN_APS/a3600_ii","JOYSX1","CHANDSN","PHN00052",,"N","10/8/2016 3:17:00.000000 PM","11/23/2016 5:58:00.000000 AM",
230,1040,166,"PHN00059","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00059",,"N","10/8/2016 3:17:00.000000 PM","11/23/2016 6:12:25.000000 AM",
232,1040,192,"PHN00053","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00053",,"N","10/8/2016 3:18:00.000000 PM","11/23/2016 6:11:24.000000 AM",
234,1040,171,"PHN00059","PHN_APS/a3600_ii","ANGADSX1","CHANDSN","PHN00059",,"N","10/8/2016 3:18:00.000000 PM","11/23/2016 7:01:38.000000 AM",
235,1040,163,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:18:00.000000 PM","11/23/2016 6:12:10.000000 AM",
236,1040,194,"PHN00053","PHN_APS/a3600_ii","RAJASKX2","CHANDSN","PHN00053",,"N","10/8/2016 3:19:00.000000 PM","11/23/2016 6:03:42.000000 AM",
238,1040,167,"PHN00055","PHN_APS/a3600_ii","PALAVSX","CHANDSN","PHN00055",,"N","10/8/2016 3:19:00.000000 PM","11/23/2016 7:21:23.000000 AM",
245,1040,186,"PHN00061","PHN_APS/a3600_ii","ANGADSX1","CLAYRF","PHN00061",,"N","10/8/2016 3:21:00.000000 PM","6/14/2018 3:06:41.000000 PM",
