SQL Statement which produced this data:
  SELECT 
     ROWID, PHM_ALGORITHM_IHN_SK, PHM_ALGORITHM_DEFINITIONS_SK, PHM_PATTERNS_SK, 
     IHN_CODE, IHN_LEVEL_1_DESCRIPTION, APP_AUDITS_CREATE_USER, 
     APP_AUDITS_MODIFY_USER, IHN_LEVEL_2_DESCRIPTION, IHN_LEVEL_3_DESCRIPTION, 
     DELETE_FLAG, APP_AUDITS_CREATE_DATE, APP_AUDITS_MODIFY_DATE, 
     ISSUE_DESCRIPTION
  FROM SVC_PHM_OWNER.PHM_ALGORITHM_IHNS;

PHM_ALGORITHM_IHN_SK,PHM_ALGORITHM_DEFINITIONS_SK,PHM_PATTERNS_SK,IHN_CODE,IHN_LEVEL_1_DESCRIPTION,APP_AUDITS_CREATE_USER,APP_AUDITS_MODIFY_USER,IHN_LEVEL_2_DESCRIPTION,IHN_LEVEL_3_DESCRIPTION,DELETE_FLAG,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_DATE,ISSUE_DESCRIPTION
1274,20068,20068,"PHN_APA_5404_3",,"SVC_PHM_CONNECT","CHANDSN",,,"N","3/29/2018 2:01:57.000000 PM","4/30/2018 4:35:50.000000 PM",
1275,20069,20069,"PHN_APA_5404_4",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:01:59.000000 PM","11/7/2019 8:25:59.000000 AM",
1276,20070,20070,"PHN_APA_5404_5",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:00.000000 PM","3/29/2018 2:02:00.000000 PM",
1277,20071,20071,"PHN_APA_5404_6",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:02.000000 PM","3/29/2018 2:02:02.000000 PM",
1279,20073,20073,"PHN_APA_5404_8",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:04.000000 PM","3/29/2018 2:02:04.000000 PM",
1280,20074,20074,"PHN_APA_5404_9",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:06.000000 PM","2/28/2019 8:16:24.000000 PM",
1282,20076,20076,"PHN_APA_5404_11",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:09.000000 PM","3/29/2018 2:02:09.000000 PM",
1283,20077,20077,"PHN_APA_5404_12",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:10.000000 PM","2/25/2019 9:23:03.000000 PM",
1284,20078,20078,"PHN_APA_5404_13",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:12.000000 PM","2/25/2019 9:25:26.000000 PM",
1285,20079,20079,"PHN_APA_5408",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:14.000000 PM","9/18/2019 3:11:36.000000 PM",
1286,20080,20080,"PHN_APA_5503_1",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:15.000000 PM","7/24/2019 6:18:04.000000 PM",
1287,20081,20081,"PHN_APA_5503_2",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:17.000000 PM","7/24/2019 6:17:25.000000 PM",
1288,20082,20082,"PHN_APA_5503_3",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:19.000000 PM","7/24/2019 6:18:41.000000 PM",
1289,20083,20083,"PHN_APA_5503_4",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:21.000000 PM","7/24/2019 6:19:34.000000 PM",
1290,20084,20084,"PHN_APA_5503_5",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:22.000000 PM","7/24/2019 6:20:15.000000 PM",
1291,20085,20085,"PHN_APA_5900_1",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:24.000000 PM","2/25/2019 9:34:16.000000 PM",
1292,20086,20086,"PHN_APA_5900_2",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:25.000000 PM","2/25/2019 9:37:10.000000 PM",
1293,20087,20087,"PHN_APA_5900_3",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:27.000000 PM","2/25/2019 9:41:50.000000 PM",
1294,20088,20088,"PHN_APA_5900_4",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:28.000000 PM","3/29/2018 2:02:28.000000 PM",
1295,20089,20089,"PHN_APA_5900_5",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:30.000000 PM","2/25/2019 9:42:43.000000 PM",
1296,20090,20090,"PHN_APA_5900_6",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:32.000000 PM","2/25/2019 9:43:45.000000 PM",
1297,20091,20091,"PHN_APA_5900_7",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:33.000000 PM","2/25/2019 9:45:15.000000 PM",
1298,20092,20092,"PHN_APA_5900_8",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:34.000000 PM","7/24/2019 6:55:49.000000 PM",
1299,20093,20093,"PHN_APA_5900_9",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:36.000000 PM","2/25/2019 9:48:16.000000 PM",
1300,20094,20094,"PHN_APA_5900_10",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:37.000000 PM","2/25/2019 9:49:10.000000 PM",
1301,20095,20095,"PHN_APA_5900_11",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:39.000000 PM","3/29/2018 2:02:39.000000 PM",
1302,20096,20096,"PHN_APA_5900_12",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:40.000000 PM","2/25/2019 9:46:09.000000 PM",
1303,20097,20097,"PHN_APA_5900_13",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:42.000000 PM","2/25/2019 9:47:05.000000 PM",
1304,20098,20098,"PHN_APA_5905",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:43.000000 PM","9/12/2019 7:53:32.000000 AM",
1305,20099,20099,"PHN_APA_7000",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:45.000000 PM","3/29/2018 2:02:45.000000 PM",
1306,20100,20100,"PHN_APA_7001_1",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:46.000000 PM","3/29/2018 2:02:46.000000 PM",
1307,20101,20101,"PHN_APA_7001_2",,"SVC_PHM_CONNECT","SVC_PHM_CONNECT",,,"N","3/29/2018 2:02:48.000000 PM","3/29/2018 2:02:48.000000 PM",
1308,20102,20102,"PHN_APA_9077_1",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:50.000000 PM","7/30/2019 5:00:09.000000 PM",
1309,20103,20103,"PHN_APA_9077_2",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:52.000000 PM","7/24/2019 7:00:40.000000 PM",
1310,20104,20104,"PHN_APA_9077_3",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:53.000000 PM","7/24/2019 7:04:50.000000 PM",
1571,20390,20391,"PHN_APA_5503_10",,"LIJX8","LIJX8",,,"N","4/1/2019 11:52:59.000000 AM","7/24/2019 6:25:49.000000 PM",
1269,20063,20063,"PHN_APA_5304",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:01:48.000000 PM","7/24/2019 5:43:39.000000 PM",
1270,20064,20064,"PHN_APA_5305",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:01:49.000000 PM","7/24/2019 5:45:41.000000 PM",
1771,20590,20591,"PHN_APA_5404_7",,"LIJX8","LIJX8",,,"N","7/24/2019 5:55:38.000000 PM","8/23/2019 3:17:11.000000 PM",
1281,20075,20075,"PHN_APA_5404_10",,"SVC_PHM_CONNECT","LIJX8",,,"N","3/29/2018 2:02:08.000000 PM","7/24/2019 6:14:35.000000 PM",
1321,20140,20141,"PHN_Alinity IA_CCA1",,"CHANDSN","CHANDSN",,,"N","6/27/2018 12:37:51.000000 PM","6/27/2018 5:07:33.000000 PM",
1322,20141,20142,"PHNAlinityciSCM_A81Z",,"TRAUTMJ","CHANDSN",,,"N","6/27/2018 1:48:19.000000 PM","7/1/2018 7:45:59.000000 PM",
583,1002,10000,"PHN00021",,"SYS","SYS",,,"N","1/13/2018 1:20:54.000000 PM","1/13/2018 1:20:54.000000 PM","Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check)"
584,1002,10001,"PHN00021",,"SYS","SYS",,,"N","1/13/2018 1:20:54.000000 PM","1/13/2018 1:20:54.000000 PM","Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure"
585,1002,10002,"PHN00022",,"SYS","SYS",,,"N","1/13/2018 1:20:54.000000 PM","1/13/2018 1:20:54.000000 PM","Automated Refrigerator: Error 63:"
586,1002,10003,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:54.000000 PM","1/13/2018 1:20:54.000000 PM","Carrier Did Not Pass - Aliquoter Divert"
587,1002,10004,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:54.000000 PM","1/13/2018 1:20:54.000000 PM","Carrier Did Not Pass - Centrifuge 2 Gate A"
588,1002,10005,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:54.000000 PM","1/13/2018 1:20:54.000000 PM","Carrier Did Not Pass - Centrifuge 2 Gate B"
589,1002,10006,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:54.000000 PM","1/13/2018 1:20:54.000000 PM","Carrier Did Not Pass - Centrifuge 2 Gate C"
590,1002,10007,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Centrifuge Gate A"
591,1002,10008,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Centrifuge Gate B"
592,1002,10009,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Centrifuge Gate C"
593,1002,10010,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Decapper Divert Gate"
594,1002,10011,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Decapper Gate"
595,1002,10012,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Desealer Divert"
596,1002,10013,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Desealer Gate"
597,1002,10014,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Instrument 1 Gate"
598,1002,10015,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Instrument 2 Gate"
599,1002,10016,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Instrument 3 Gate"
600,1002,10017,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Instrument 4 Gate"
601,1002,10018,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Instrument 5 Gate"
602,1002,10019,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Instrument 6 Gate"
603,1002,10020,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Instrument 7 Gate"
604,1002,10021,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Instrument 8 Gate"
605,1002,10022,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - IOM Divert Gate"
606,1002,10023,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - IOM Gate A"
607,1002,10024,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - IOM Gate B"
608,1002,10025,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - IOM Gate C"
609,1002,10026,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Resealer Divert Gate"
610,1002,10027,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Resealer Gate"
611,1002,10028,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Return Gate 1"
612,1002,10029,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Return Gate 2"
613,1002,10030,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Return Gate 3"
614,1002,10031,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Return Gate 4"
615,1002,10032,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Return Gate 5"
616,1002,10033,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Return Gate 6"
617,1002,10034,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Return Gate 7"
618,1002,10035,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Return Gate 8"
619,1002,10036,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - RIM Divert"
620,1002,10037,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Sampling Gate 1"
621,1002,10038,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Sampling Gate 2"
622,1002,10039,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Sampling Gate 3"
623,1002,10040,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Sampling Gate 4"
624,1002,10041,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Sampling Gate 5"
625,1002,10042,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Sampling Gate 6"
626,1002,10043,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Sampling Gate 7"
627,1002,10044,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:55.000000 PM","1/13/2018 1:20:55.000000 PM","Carrier Did Not Pass - Sampling Gate 8"
628,1002,10045,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Did Not Pass - Storage Gate A"
629,1002,10046,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Did Not Pass - Storage Gate B"
630,1002,10047,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Did Not Pass - Storage Gate C"
631,1002,10048,"PHN00008",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Did Not Pass - Storage Gate D"
632,1002,10049,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Aliquoter Divert"
633,1002,10050,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Centrifuge 2 Gate A"
634,1002,10051,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Centrifuge 2 Gate B"
635,1002,10052,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Centrifuge 2 Gate C"
636,1002,10053,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Centrifuge Gate A"
637,1002,10054,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Centrifuge Gate B"
638,1002,10055,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Centrifuge Gate C"
639,1002,10056,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Decapper Divert Gate"
640,1002,10057,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Decapper Gate"
641,1002,10058,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Desealer Divert"
642,1002,10059,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Desealer Gate"
643,1002,10060,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Instrument 1 Gate"
644,1002,10061,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Instrument 2 Gate"
645,1002,10062,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Instrument 3 Gate"
646,1002,10063,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Instrument 4 Gate"
647,1002,10064,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Instrument 5 Gate"
648,1002,10065,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Instrument 6 Gate"
649,1002,10066,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Instrument 7 Gate"
650,1002,10067,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Instrument 8 Gate"
651,1002,10068,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - IOM Divert Gate"
652,1002,10069,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - IOM Gate A"
653,1002,10070,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - IOM Gate B"
654,1002,10071,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - IOM Gate C"
655,1002,10072,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Resealer Divert Gate"
656,1002,10073,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Resealer Gate"
657,1002,10074,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Return Gate 1"
658,1002,10075,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Return Gate 2"
659,1002,10076,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Return Gate 3"
660,1002,10077,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Return Gate 4"
661,1002,10078,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Return Gate 5"
662,1002,10079,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Return Gate 6"
663,1002,10080,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Return Gate 7"
664,1002,10081,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:56.000000 PM","1/13/2018 1:20:56.000000 PM","Carrier Routing Error - Return Gate 8"
665,1002,10082,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - RIM Divert"
666,1002,10083,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Sampling Gate 1"
667,1002,10084,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Sampling Gate 2"
668,1002,10085,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Sampling Gate 3"
669,1002,10086,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Sampling Gate 4"
670,1002,10087,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Sampling Gate 5"
671,1002,10088,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Sampling Gate 6"
672,1002,10089,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Sampling Gate 7"
673,1002,10090,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Sampling Gate 8"
674,1002,10091,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Storage Gate A"
675,1002,10092,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Storage Gate B"
676,1002,10093,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Storage Gate C"
677,1002,10094,"PHN00007",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Carrier Routing Error - Storage Gate D"
678,1002,10095,"PHN00026",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge 2 Temperature Error"
679,1002,10096,"PHN00026",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge 2: Error 28: Total Timeout Expired"
680,1002,10097,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 21: Moving Fault - Axis 1"
681,1002,10098,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 22: Moving Fault - Axis 2"
682,1002,10099,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 23: Moving Fault - Axis 3"
683,1002,10100,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 34: Axis 1 Homing Fault"
684,1002,10101,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 35: Axis 2 Homing Fault"
685,1002,10102,"PHN00027",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 36: Axis 3 Homing Fault"
686,1002,10103,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 41: Gripper Open Fault"
687,1002,10104,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 42: Gripper Close Fault"
688,1002,10105,"PHN00028",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 48: Arm Limp"
689,1002,10106,"PHN00029",,"SYS","SYS",,,"N","1/13/2018 1:20:57.000000 PM","1/13/2018 1:20:57.000000 PM","Centrifuge Robot 2: Error 50: Tube Lost"
