ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
Architect WAM C,11111,IHN_LEVEL3_DESC,>=20 consecutive values < 3C in a single WZ probe in n hour
Architect WAM C,11111,THRESHOLD_DESCRIPTION,>=20 consecutive values < 3C in a single WZ probe in n hour
Architect WAM C,11111,THRESHOLDS_COUNT,20
Architect WAM C,11111,MIN_VALUE,3
