PRODUCT_FAMILY,RUN_DATE,BATCH_NUM,PROCESSID,PHM_ALGORITHM_DEFINITIONS_SK,PHM_THRESHOLDS_SK,DEVICE_ID,MODULE_SN,NODETYPE,ERRORCODE,NODEID,INSTANCEID,FLAG_DATE,TESTCOUNT,ERRORCOUNT,ERRORPCT,MAX_DATE_VALUE,COMPLETION_DT_MS,CREATED_BY,DATE_CREATED,UNIX_ID,PL
"A3600",7/31/2019,"BTH2200",4491190,1040,247,"209589","ACP175i2S03","ISR","04BB","12","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:15 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S02","ISR","0B9E","7","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:15 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S02","ISR","0B9E","7","2",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:15 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S02","ISR","0B9E","7","2",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:15 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S02","ISR","0B9E","7","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:15 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S02","ISR","0B9E","7","2",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:15 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S01","ISR","0B9E","6","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S01","ISR","0B9E","6","1",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S01","ISR","0B9E","6","1",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S01","ISR","0B9E","6","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S01","ISR","0B9E","6","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S03","ISR","0B9E","8","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S03","ISR","0B9E","8","3",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S03","ISR","0B9E","8","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S03","ISR","0B9E","8","3",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"210400","ACP275i2S03","ISR","0B9E","8","3",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S02","ISR","0B9E","11","2",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S02","ISR","0B9E","11","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S02","ISR","0B9E","11","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S01","ISR","0B9E","10","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S01","ISR","0B9E","10","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S01","ISR","0B9E","10","1",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"160872","ACP033i2S01","ISR","0B9E","7","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"160872","ACP033i2S01","ISR","0B9E","7","1",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"160872","ACP033i2S01","ISR","0B9E","7","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:16 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S03","ISR","0B9E","12","3",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:17 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S03","ISR","0B9E","12","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:17 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,103,"209589","ACP175i2S03","ISR","0B9E","12","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:17 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S02","ISR","0D9A","7","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:17 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S02","ISR","0D9A","7","2",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:17 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S02","ISR","0D9A","7","2",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:17 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S02","ISR","0D9A","7","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:17 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S02","ISR","0D9A","7","2",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:17 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S01","ISR","0D9A","6","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:18 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S01","ISR","0D9A","6","1",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:18 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S01","ISR","0D9A","6","1",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:18 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S01","ISR","0D9A","6","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:18 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S01","ISR","0D9A","6","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:18 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S03","ISR","0D9A","8","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:18 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,109,"210400","ACP275i2S03","ISR","0D9A","8","3",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:06:18 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"210400","ACP275i2S01","ISR","0E9F","6","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:49 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"210400","ACP275i2S01","ISR","0E9F","6","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:49 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"210400","ACP275i2S03","ISR","0E9F","8","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"210400","ACP275i2S03","ISR","0E9F","8","3",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"210400","ACP275i2S03","ISR","0E9F","8","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"210400","ACP275i2S03","ISR","0E9F","8","3",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"210400","ACP275i2S03","ISR","0E9F","8","3",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S02","ISR","0E9F","11","2",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S02","ISR","0E9F","11","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S02","ISR","0E9F","11","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S01","ISR","0E9F","10","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S01","ISR","0E9F","10","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S01","ISR","0E9F","10","1",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"160872","ACP033i2S01","ISR","0E9F","7","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"160872","ACP033i2S01","ISR","0E9F","7","1",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"160872","ACP033i2S01","ISR","0E9F","7","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:50 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S03","ISR","0E9F","12","3",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:51 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S03","ISR","0E9F","12","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:51 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,207,"209589","ACP175i2S03","ISR","0E9F","12","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:51 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S02","ISR","0B9C","7","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:51 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S02","ISR","0B9C","7","2",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:51 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S02","ISR","0B9C","7","2",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:51 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S02","ISR","0B9C","7","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:51 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S02","ISR","0B9C","7","2",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:51 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S01","ISR","0B9C","6","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S01","ISR","0B9C","6","1",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S01","ISR","0B9C","6","1",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S01","ISR","0B9C","6","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S01","ISR","0B9C","6","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S03","ISR","0B9C","8","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S03","ISR","0B9C","8","3",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S03","ISR","0B9C","8","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S03","ISR","0B9C","8","3",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"210400","ACP275i2S03","ISR","0B9C","8","3",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:52 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S02","ISR","0B9C","11","2",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S02","ISR","0B9C","11","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S02","ISR","0B9C","11","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S01","ISR","0B9C","10","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S01","ISR","0B9C","10","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S01","ISR","0B9C","10","1",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"160872","ACP033i2S01","ISR","0B9C","7","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"160872","ACP033i2S01","ISR","0B9C","7","1",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"160872","ACP033i2S01","ISR","0B9C","7","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S03","ISR","0B9C","12","3",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S03","ISR","0B9C","12","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,212,"209589","ACP175i2S03","ISR","0B9C","12","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:53 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S02","ISR","0D98","7","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S02","ISR","0D98","7","2",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S02","ISR","0D98","7","2",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S02","ISR","0D98","7","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S02","ISR","0D98","7","2",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S01","ISR","0D98","6","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S01","ISR","0D98","6","1",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S01","ISR","0D98","6","1",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S01","ISR","0D98","6","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S01","ISR","0D98","6","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:54 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S03","ISR","0D98","8","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S03","ISR","0D98","8","3",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S03","ISR","0D98","8","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S03","ISR","0D98","8","3",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"210400","ACP275i2S03","ISR","0D98","8","3",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S02","ISR","0D98","11","2",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S02","ISR","0D98","11","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S02","ISR","0D98","11","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S01","ISR","0D98","10","1",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S01","ISR","0D98","10","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S01","ISR","0D98","10","1",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"160872","ACP033i2S01","ISR","0D98","7","1",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"160872","ACP033i2S01","ISR","0D98","7","1",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"160872","ACP033i2S01","ISR","0D98","7","1",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:55 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S03","ISR","0D98","12","3",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:56 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S03","ISR","0D98","12","3",7/31/2019,0,0,0,7/31/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:56 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,217,"209589","ACP175i2S03","ISR","0D98","12","3",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:56 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,226,"210400","ACP275i2S02","ISR","069E","7","2",7/29/2019,0,0,0,7/29/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:56 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,226,"210400","ACP275i2S02","ISR","069E","7","2",7/28/2019,0,0,0,7/28/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:56 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,226,"210400","ACP275i2S02","ISR","069E","7","2",7/27/2019,0,0,0,7/27/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:56 PM,"NULL","857"
"A3600",7/31/2019,"BTH2200",4491190,1040,226,"210400","ACP275i2S02","ISR","069E","7","2",7/30/2019,0,0,0,7/30/2019 12:00:01 AM,0,"A3600-SYS",7/31/2019 10:05:56 PM,"NULL","857"
